,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-6546376821.0,9177018937.0,3938491850.0,2306843877.0,-77857467195.0,23161850947.0,13258202571.0,48357365073.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,0.0,0.0,0.0,0.0,11023114470.0,33251282878.0,30622798430.0,39971231814.0
2,Lãi trước thuế,0.0,0.0,0.0,0.0,10757523684.0,30403849158.0,23470767691.0,38553598051.0
3,Khấu hao TSCĐ,57672378.0,59624019.0,16285668.0,0.0,2139317487.0,8077156851.0,9863027470.0,10661794776.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,-10828317.0,1830011114.0,3625352887.0,876061508.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,-27872.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,0.0,0.0,0.0,-1922802204.0,-7059706373.0,-6336349618.0,-10120222521.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,59903820.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,0.0,0.0,0.0,0.0,-67170348525.0,-1587953833.0,-24127133025.0,-11803854335.0
13,(Tăng)/giảm hàng tồn kho,0.0,0.0,0.0,0.0,2533927225.0,-1198836237.0,25060082.0,-69883733.0
14,Tăng/(giảm) các khoản phải trả,0.0,0.0,0.0,0.0,44191636506.0,2334825896.0,11427161443.0,27297954437.0
15,( Tăng)/giảm chi phí trả trước,0.0,0.0,0.0,0.0,-67850566956.0,0.0,-444956796.0,185700622.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,-59903820.0,116618864.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,0.0,0.0,-525326095.0,-9754086621.0,-4244727563.0,-7223783732.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-17849296453.0,-7626140239.0,-2595486561.0,-1991892416.0,11540984011.0,-29264358067.0,-60674124279.0,-76230356792.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-594354545.0,-3278000000.0,-2820100000.0,-1992000000.0,-19617045941.0,-2298527877.0,-869318964.0,-159185125.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,81818182.0,0.0,0.0,2367012875.0,36419909.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,-44313021370.0,-61297972287.0,-102073917188.0,-160164298907.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,3000000000.0,0.0,224500000.0,0.0,60931500000.0,30000000000.0,38263262166.0,188856273761.0
26,Đầu tư vào các doanh nghiệp khác,-20500000000.0,-4430000000.0,0.0,0.0,-43262166.0,-50000000000.0,0.0,-109911887619.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,8280000000.0,50000000000.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,245058092.0,41579.0,113439.0,107584.0,3935800613.0,4295722188.0,4005849707.0,5148741098.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,20561590528.0,-1194660000.0,1602000000.0,378000000.0,168020000000.0,0.0,0.0,0.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,20250000000.0,99000000.0,0.0,0.0,170000000000.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,-982000000.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,374000000.0,0.0,2602000000.0,3581000000.0,1982000000.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,-62409472.0,-311660000.0,-1000000000.0,-3203000000.0,-3962000000.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-3834082746.0,356218698.0,2945005289.0,692951461.0,101703516816.0,-6102507120.0,-47415921708.0,-27872991719.0
38,Tiền và tương đương tiền đầu kỳ,4679612400.0,845529654.0,1201748352.0,394790281.0,1087741742.0,102791258558.0,96688779310.0,49272857602.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,27872.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,845529654.0,1201748352.0,4146753641.0,1087741742.0,102791258558.0,96688779310.0,49272857602.0,21399865883.0
