,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,39862279788.0,35376409769.0,38629869905.0,35989674403.0,258433508498.0,282442902551.0,312514908356.0,372182711927.0
1,TÀI SẢN NGẮN HẠN,19423201917.0,24048105296.0,26956231101.0,23124788558.0,171092607309.0,199049394509.0,236539139007.0,195962561460.0
2,Tiền và tương đương tiền,845529654.0,1201748352.0,4146753641.0,1087741742.0,102791258558.0,96688779310.0,49272857602.0,21399865883.0
3,Tiền,845529654.0,1201748352.0,4146753641.0,1087741742.0,82515756705.0,24507016820.0,27772857602.0,20899865883.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,20275501853.0,72181762490.0,21500000000.0,500000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,44313021370.0,78547962615.0,144676883220.0,117321275738.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,44313021370.0,78547962615.0,144676883220.0,117321275738.0
9,Các khoản phải thu,14561566200.0,19347263936.0,20915906736.0,19111044000.0,23354865277.0,20838689832.0,41804446989.0,55873763866.0
10,Phải thu khách hàng,13524566200.0,12931721200.0,19073284000.0,9762329000.0,19367297804.0,20107519626.0,45427590273.0,56552767805.0
11,Trả trước người bán,37000000.0,22000000.0,22000000.0,22000000.0,1451527197.0,77008062.0,138178062.0,68178062.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,224500000.0,0.0,1431500000.0,0.0,0.0,0.0,0.0
15,Phải thu khác,1000000000.0,6169042736.0,1820622736.0,7895215000.0,2536040276.0,2484173258.0,1694042655.0,5584243508.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,-1830011114.0,-5455364001.0,-6331425509.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",3975645811.0,3157104659.0,1690700726.0,2807659633.0,273732408.0,1568254608.0,407812936.0,419821256.0
19,Hàng tồn kho,3975645811.0,3157104659.0,1690700726.0,2807659633.0,273732408.0,1568254608.0,407812936.0,419821256.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,40460252.0,341988349.0,202869998.0,118343183.0,359729696.0,1405708144.0,377138260.0,947834717.0
22,Trả trước ngắn hạn,29520481.0,0.0,8927658.0,650007.0,126034734.0,99363902.0,163943781.0,182222707.0
23,Thuế VAT phải thu,0.0,341988349.0,193942340.0,117693176.0,217331106.0,726546668.0,212592593.0,702299680.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,601886.0,579797574.0,601886.0,63312330.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,10939771.0,0.0,0.0,0.0,15761970.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,20439077871.0,11328304473.0,11673638804.0,12864885845.0,87340901189.0,83393508042.0,75975769349.0,176220150467.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,102728340.0,69808980.0,175282530.0,116455000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,102728340.0,69808980.0,175282530.0,116455000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,634396167.0,73285498.0,56999830.0,2603714162.0,350034505.0,7799668596.0,14710044990.0,10915700418.0
37,GTCL TSCĐ hữu hình,634396167.0,73285498.0,56999830.0,2603714162.0,350034505.0,7799668596.0,14710044990.0,10915700418.0
38,Nguyên giá TSCĐ hữu hình,692068545.0,97714000.0,97714000.0,2660714000.0,2489351992.0,9142640738.0,19048594398.0,19048594398.0
39,Khấu hao lũy kế TSCĐ hữu hình,-57672378.0,-24428502.0,-40714170.0,-56999838.0,-2139317487.0,-1342972142.0,-4338549408.0,-8132893980.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,2980000000.0,3343000000.0,0.0,14952838784.0,12440933660.0,3727210681.0,3954077162.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,19797446619.0,8275018975.0,8273638974.0,8269171683.0,43262166.0,43262166.0,0.0,109911887619.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,8277446619.0,8275018975.0,8273638974.0,8280000000.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,11520000000.0,0.0,0.0,0.0,0.0,0.0,0.0,109911887619.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,-10828317.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,43262166.0,43262166.0,0.0,0.0
58,Tài sản dài hạn khác,7235085.0,0.0,0.0,1992000000.0,71892037394.0,63039834640.0,57363231148.0,51322030268.0
