,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,277942010746.0,314271665406.0,366881499789.0,337481515062.0,358945232103.0,344349301563.0,290470774557.0,294796759385.0,397704140385.0
1,TÀI SẢN NGẮN HẠN,214161847011.0,233473515173.0,275649734343.0,220703161084.0,256262866759.0,263882556106.0,246093563140.0,250298168506.0,345512865343.0
2,Tiền và tương đương tiền,4470850912.0,17646924527.0,17310219753.0,1462670123.0,5830244566.0,30605729160.0,41775108949.0,1381590415.0,3089156096.0
3,Tiền,4470850912.0,17646924527.0,17310219753.0,1462670123.0,5830244566.0,30605729160.0,31723206318.0,1381590415.0,3089156096.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,10051902631.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,91033279283.0,91021882452.0,99009959439.0,84828590989.0,85950909449.0,99876678158.0,92055019837.0,108108524838.0,139700063269.0
10,Phải thu khách hàng,85541935166.0,87064982029.0,97031926851.0,82508059907.0,83838552539.0,98252308101.0,91164351856.0,104178858717.0,135757924623.0
11,Trả trước người bán,4956587461.0,2542595798.0,810962500.0,1265315444.0,1182624300.0,855417250.0,418560000.0,3414237140.0,3123288687.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,236969992.0,1031446204.0,752473991.0,759049093.0,767003150.0,674793633.0,642689829.0,664634444.0,857598262.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,296166545.0,162729460.0,-165254265.0,-214137748.0,-164137748.0,-164137748.0
17,Tài sản thiếu chờ xử lý,297786664.0,382858421.0,414596097.0,0.0,0.0,259413439.0,43555900.0,14932285.0,125389445.0
18,"Hàng tồn kho, ròng",117657716816.0,124804708194.0,154948436110.0,133977341971.0,163659201388.0,131752105153.0,110004992904.0,139646053379.0,202496982333.0
19,Hàng tồn kho,117657716816.0,124804708194.0,154948436110.0,133977341971.0,163659201388.0,131752105153.0,110004992904.0,142197643704.0,202496982333.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2551590325.0,0.0
21,Tài sản lưu động khác,0.0,0.0,4381119041.0,434558001.0,822511356.0,1648043635.0,2258441450.0,1161999874.0,226663645.0
