,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,34427659905.0,77775881603.0,54566004274.0,109541708957.0,64074406993.0,95923037454.0,57120516150.0,-10203829066.0,44818559031.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,0.0,0.0,0.0,0.0,107582827113.0,106368509919.0,96220685826.0,98398647920.0,115724235000.0
2,Lãi trước thuế,0.0,0.0,0.0,0.0,55744620833.0,57556348336.0,57672752036.0,60750792060.0,95192964042.0
3,Khấu hao TSCĐ,0.0,0.0,0.0,0.0,49245636237.0,46248143604.0,38757821637.0,23870750873.0,22651730657.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,165254265.0,48883483.0,15144950325.0,-2200139101.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,-20427250.0,-959868.0,-19722324.0,-76677628.0,317431746.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,0.0,0.0,0.0,-46588542.0,-64313276.0,-497152582.0,-1291167710.0,-443746351.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,2659585835.0,2464036858.0,258103576.0,0.0,205994007.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,0.0,0.0,0.0,0.0,-1647511824.0,-16055671499.0,7025358492.0,-14918277314.0,-31025600405.0
13,(Tăng)/giảm hàng tồn kho,0.0,0.0,0.0,0.0,-29681859417.0,31907096235.0,21747112249.0,-32192650800.0,-60299338629.0
14,Tăng/(giảm) các khoản phải trả,0.0,0.0,0.0,0.0,23491952827.0,89972744.0,-44000721022.0,13558808081.0,67933072905.0
15,( Tăng)/giảm chi phí trả trước,0.0,0.0,0.0,0.0,-1312121094.0,1370777915.0,883061646.0,9204717.0,-890399241.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,-2659585835.0,-2464036858.0,-258103576.0,0.0,-205994007.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,0.0,0.0,-13541351345.0,-7722995235.0,-19193698530.0,-11321691257.0,-6912367448.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,1051078763.0,1238344527.0,2192135602.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,-18157943432.0,-18621694530.0,-6541523462.0,-65930006015.0,-39505049144.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-21880077178.0,-44538981839.0,-30087227219.0,-75695059430.0,-33435989831.0,-18685222265.0,-10565470518.0,-5410992154.0,-28051118290.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-22652413029.0,-45647153337.0,-30315160192.0,-76501059763.0,-33482578373.0,-19965587360.0,-11062623100.0,-10466323500.0,-28494864641.0
23,Tiền thu được từ thanh lý tài sản cố định,100909091.0,0.0,0.0,752000000.0,0.0,1216051819.0,0.0,3764163636.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,-1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,1500000000.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,171426760.0,108171498.0,227932973.0,54000333.0,46588542.0,64313276.0,497152582.0,1291167710.0,443746351.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-35206038959.0,-20060826149.0,-24813717150.0,-49694156438.0,-26270842719.0,-52462304131.0,-35385681100.0,-24779485500.0,-15059790759.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,286034706055.0,344037462616.0,176403245473.0,148311860265.0,109354201312.0,137224818571.0,10951063048.0,0.0,28640783301.0
33,Tiển trả các khoản đi vay,-293492519414.0,-336350063165.0,-165817697623.0,-162606751703.0,-110845558531.0,-167630387182.0,-21557258648.0,0.0,-11841235560.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-27748225600.0,-27748225600.0,-35399265000.0,-35399265000.0,-24779485500.0,-22056735520.0,-24779485500.0,-24779485500.0,-31859338500.0
37,Lưu chuyển tiền thuần trong kỳ,-22658456232.0,13176073615.0,-334940095.0,-15847506911.0,4367574443.0,24775511058.0,11169364532.0,-40394306720.0,1707649982.0
38,Tiền và tương đương tiền đầu kỳ,27104102045.0,4470850912.0,17646924527.0,17310219753.0,1462670123.0,5830244566.0,30605729160.0,41775108949.0,1381590415.0
39,Ảnh hưởng của chênh lệch tỷ giá,25205099.0,0.0,-1764679.0,-42719.0,0.0,-26464.0,15257.0,788186.0,-84301.0
40,Tiền và tương đương tiền cuối kỳ,4470850912.0,17646924527.0,17310219753.0,1462670123.0,5830244566.0,30605729160.0,41775108949.0,1381590415.0,3089156096.0
