,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,309416407259.0,261635423589.0,252906986597.0,325840956024.0,255284225353.0,583137463267.0,950398612521.0
1,TÀI SẢN NGẮN HẠN,249769188404.0,212971542853.0,196848441500.0,292936103546.0,216408407110.0,342095524969.0,505531236433.0
2,Tiền và tương đương tiền,4530102986.0,4230133453.0,3707389059.0,8788696745.0,4159518730.0,2690679789.0,4688101326.0
3,Tiền,4530102986.0,4230133453.0,3707389059.0,8788696745.0,4159518730.0,2690679789.0,4688101326.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,126705720957.0,92105985170.0,64018957503.0,101983172205.0,100596333087.0,168541519778.0,201647811404.0
10,Phải thu khách hàng,25967044378.0,30352669113.0,32100327063.0,37113154645.0,39497015532.0,34669458666.0,78778535172.0
11,Trả trước người bán,351233100.0,546563187.0,1326893281.0,8489864209.0,15642634501.0,53470988293.0,870433176.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,45456683054.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,100387443479.0,61206752870.0,30591737159.0,56380153351.0,0.0,80401072819.0,121998843056.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",111699914022.0,108438860709.0,123749145593.0,176414324015.0,105042889464.0,152692606462.0,288769640114.0
19,Hàng tồn kho,113708070531.0,111099701463.0,124225248825.0,184630128406.0,105042889464.0,152692606462.0,288769640114.0
20,Dự phòng giảm giá HTK,-2008156509.0,-2660840754.0,-476103232.0,-8215804391.0,0.0,0.0,0.0
21,Tài sản lưu động khác,6833450439.0,8196563521.0,5372949345.0,5749910581.0,6609665829.0,18170718940.0,10425683589.0
22,Trả trước ngắn hạn,319618149.0,510846465.0,1239788197.0,733109076.0,1069463643.0,1740371413.0,0.0
23,Thuế VAT phải thu,6513832290.0,7207790706.0,2290284864.0,5016801505.0,5540202186.0,16315920434.0,10425683589.0
24,Phải thu thuế khác,0.0,477926350.0,1842876284.0,0.0,0.0,114427093.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,59647218855.0,48663880736.0,56058545097.0,32904852478.0,38875818243.0,241041938298.0,444867376088.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,23248064010.0,19237377598.0,27747665172.0,28528368329.0,32212780233.0,38259420875.0,444795315143.0
37,GTCL TSCĐ hữu hình,23220730678.0,19224305136.0,27747665172.0,28528368329.0,32212780233.0,38259420875.0,444497597567.0
38,Nguyên giá TSCĐ hữu hình,388919264121.0,392437503940.0,408011708035.0,416739972813.0,427893095636.0,439169918970.0,880538637551.0
39,Khấu hao lũy kế TSCĐ hữu hình,-365698533443.0,-373213198804.0,-380264042863.0,-388211604484.0,-395680315403.0,-400910498095.0,-436041039984.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,27333332.0,13072462.0,0.0,0.0,0.0,0.0,297717576.0
44,Nguyên giá TSCĐ vô hình,216000000.0,216000000.0,216000000.0,216000000.0,216000000.0,216000000.0,549040000.0
45,Khấu hao lũy kế TSCĐ vô hình,-188666668.0,-202927538.0,-216000000.0,-216000000.0,-216000000.0,-216000000.0,-251322424.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,3765556959.0,199776093433.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,33080920000.0,25000000000.0,25075000000.0,1075000000.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,24000000000.0,24000000000.0,24000000000.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,9080920000.0,1000000000.0,1075000000.0,1075000000.0,1075000000.0,1075000000.0,1075000000.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,-1075000000.0,-1075000000.0,-1075000000.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,3318234845.0,4426503138.0,3235879925.0,3301484149.0,2897481051.0,3006423990.0,72060945.0
59,Trả trước dài hạn,44583336.0,286410244.0,113762879.0,63681007.0,399615507.0,950942477.0,0.0
60,Thuế thu nhập hoãn lại phải thu,3273651509.0,4140092894.0,3122117046.0,3237803142.0,2497865544.0,2055481513.0,72060945.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,193593194689.0,166462242207.0,159654960321.0,217625071697.0,164170585073.0,426420147310.0,716540325474.0
65,Nợ ngắn hạn,187157550656.0,166014825540.0,159654960321.0,217625071697.0,157665982273.0,241179612068.0,382698968198.0
66,Phải trả người bán,49910902564.0,53854331478.0,36146252308.0,28894103016.0,22493153246.0,88332340048.0,212405567312.0
67,Người mua trả tiền trước,3686876850.0,820316264.0,5662191206.0,772332803.0,1748955739.0,3491200496.0,872662155.0
68,Thuế và các khoản phải trả Nhà nước,3652064648.0,440651997.0,264812616.0,271069663.0,362915487.0,168635668.0,7469030942.0
69,Phải trả người lao động,15417116011.0,9609808789.0,5618848880.0,12489824565.0,8275737981.0,10880254352.0,25271326960.0
70,Chi phí phải trả,19470134795.0,17439514793.0,8822167493.0,8381037248.0,2938548537.0,1507321345.0,3646776453.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,17450473755.0,16936525802.0,13692087466.0,12549738631.0,10284131633.0,8839543421.0,18030919309.0
75,Vay ngắn hạn,70497368431.0,59596633007.0,82229530583.0,147457642964.0,102634007972.0,119186608511.0,106140760889.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",7072613602.0,7317043410.0,7219069769.0,6809322807.0,8928531678.0,8773708227.0,8861924178.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,6435644033.0,447416667.0,0.0,0.0,6504602800.0,185240535242.0,333841357276.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,162314525145.0,189941248653.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
