,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,25312368293.0,47948085908.0,14720936211.0,-70247387271.0,84176643889.0,-11422594675.0,138323522793.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,41042036165.0,34277055826.0,31570750429.0,47349822620.0,12842287346.0,21932128478.0,134603086125.0
2,Lãi trước thuế,52822846028.0,42920916649.0,30132062622.0,43616223163.0,8020712784.0,9058633164.0,106786925466.0
3,Khấu hao TSCĐ,10700264994.0,7973716304.0,7141189248.0,7947561621.0,9684838275.0,9351175541.0,35165864313.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,-7188882399.0,652684245.0,-2184737522.0,7739701159.0,-7140804391.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,166510958.0,341811023.0,156754508.0,-521778799.0,28157557.0,1697382173.0,-10750138145.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-17805417528.0,-19510670045.0,-5396280959.0,-14068480255.0,-2034580877.0,-3014843743.0,-2329486697.0
9,Chi phí lãi vay,2346714112.0,1898597650.0,1721762532.0,2636595731.0,4283963998.0,4839781343.0,5729921188.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-9817984702.0,35150318403.0,31078499829.0,-40555874370.0,15944544370.0,-41059167307.0,-26691947854.0
13,(Tăng)/giảm hàng tồn kho,-24633925037.0,2608369068.0,-13125547362.0,-60404879581.0,79587238942.0,-47649716998.0,-136077033652.0
14,Tăng/(giảm) các khoản phải trả,30126276017.0,-9826031113.0,-26424055462.0,-7370335848.0,-16939613125.0,64755910496.0,185035674645.0
15,( Tăng)/giảm chi phí trả trước,793391643.0,-433055224.0,-556294367.0,556760993.0,-672289067.0,-1222234740.0,2691313890.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-2363450339.0,-1844665335.0,-1749251401.0,-2497481085.0,-4401602691.0,-4807704242.0,-5672002086.0
18,Thuế thu nhập doanh nghiệp đã trả,-7688000000.0,-10419565717.0,-5000000000.0,-6200000000.0,-759521886.0,-1589410362.0,-14000000000.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,-1565568275.0
20,Tiền chi khác từ các hoạt động kinh doanh,-2145975454.0,-1564340000.0,-1073165455.0,-1125400000.0,-1424400000.0,-1782400000.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,20380175245.0,7867326595.0,-9791805752.0,29481506412.0,-30454487566.0,-82982100187.0,-239965724741.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-4725242283.0,-3963029892.0,-15651476822.0,-8337051428.0,-32205280199.0,-86014895162.0,-241925665148.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,150000000.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,-1000000000.0,0.0,-75000000.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,9836263601.0,0.0,0.0,33960000000.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,16269153927.0,11680356487.0,5934671070.0,3858557840.0,1750792633.0,3032794975.0,1959940407.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-45898029548.0,-56107565107.0,-5447864994.0,45849995923.0,-58343771233.0,92935500622.0,103635337560.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,64000576000.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,531238243643.0,520712125511.0,622761491926.0,715034373090.0,574728027365.0,570934310426.0,1032723167117.0
33,Tiển trả các khoản đi vay,-563629166105.0,-537163344618.0,-600709356920.0,-649184377167.0,-613071798598.0,-537999385804.0,-924337829557.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-13507107086.0,-39656346000.0,-27500000000.0,-20000000000.0,-20000000000.0,-4000000000.0,-4750000000.0
37,Lưu chuyển tiền thuần trong kỳ,-205486010.0,-292152604.0,-518734535.0,5084115064.0,-4621614910.0,-1469194240.0,1993135612.0
38,Tiền và tương đương tiền đầu kỳ,4736685625.0,4530102986.0,4230133453.0,3707389059.0,8788696745.0,4159518730.0,2690679789.0
39,Ảnh hưởng của chênh lệch tỷ giá,-1096629.0,-7816929.0,-4009859.0,-2807378.0,-7563105.0,355299.0,4285925.0
40,Tiền và tương đương tiền cuối kỳ,4530102986.0,4230133453.0,3707389059.0,8788696745.0,4159518730.0,2690679789.0,4688101326.0
