,Unnamed: 0,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-42461875549.0,370753168952.0,468488513693.0,419733504517.0,326067029816.0,310201283484.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,271009707568.0,236841936949.0,249684865021.0,420931625337.0,556318389468.0,645777770803.0
2,Lãi trước thuế,126037762055.0,92333002137.0,79661383258.0,142910465806.0,142146235618.0,238873727038.0
3,Khấu hao TSCĐ,42809614217.0,57184823368.0,75696806469.0,114468091603.0,206365591731.0,205959572045.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,-32034184.0,0.0,0.0,9347836823.0
8,Lãi/(lỗ) từ hoạt động đầu tư,429434433.0,-72144072.0,-5164852646.0,-163385273.0,-104012408.0,-129442717.0
9,Chi phí lãi vay,101732896863.0,87396255516.0,99523562124.0,163716453201.0,207910574527.0,191726077614.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-208234525081.0,223669463558.0,247893612936.0,-4737146679.0,13134405231.0,4679058475.0
13,(Tăng)/giảm hàng tồn kho,-692140727.0,19696762.0,277896693.0,394547272.0,0.0,0.0
14,Tăng/(giảm) các khoản phải trả,-2909641938.0,-11586662424.0,73790275349.0,183312538643.0,-19453380901.0,-148438772718.0
15,( Tăng)/giảm chi phí trả trước,97621492.0,-18018318.0,20727809.0,172760688.0,-12547966578.0,10948033930.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-101732896863.0,-78173247575.0,-103178864115.0,-169284159151.0,-203272561823.0,-193159354000.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,0.0,-11056661593.0,-8111855581.0,-7610160806.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,-1995292200.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-264738320829.0,-866833347602.0,-1557659254908.0,-580791327259.0,-288982473054.0,-14780922458.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-264934351700.0,-853117191674.0,-1391256217662.0,-643012602424.0,-289086485462.0,-14910365175.0
23,Tiền thu được từ thanh lý tài sản cố định,100000000.0,18700000.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,-1790000000.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,1000000000.0,0.0,590000000.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,-13000000000.0,-183967889892.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,17400000000.0,61467889892.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,96030871.0,55144072.0,164852646.0,163385273.0,104012408.0,129442717.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,294550239029.0,493855621401.0,1080955824058.0,157753647528.0,-17179870350.0,-236835313806.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,376428200000.0,0.0,286300000000.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,60655763506.0,623599112401.0,1015177977743.0,460792924530.0,315667649603.0,148299598445.0
33,Tiển trả các khoản đi vay,-119042125000.0,-129743491000.0,-220522153685.0,-303039277002.0,-332847519953.0,-385134912251.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-23491599477.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-12649957349.0,-2224557249.0,-8214917157.0,-3304175214.0,19904686412.0,58585047220.0
38,Tiền và tương đương tiền đầu kỳ,30399342959.0,17749385610.0,15524828361.0,7309911204.0,4005735990.0,23910422402.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,17749385610.0,15524828361.0,7309911204.0,4005735990.0,23910422402.0,82495469622.0
