,CHỈ TIÊU,2006,2007,2008,2009,2010,2011,2012,2013,2014
0,TỔNG TÀI SẢN,141838222049.0,185553628096.0,263058283410.0,369175547834.0,338829202225.0,355589971112.0,341509392884.0,275239665906.0,254734965571.0
1,TÀI SẢN NGẮN HẠN,121824588183.0,162063200906.0,244070040176.0,335216093185.0,314227950235.0,334540570059.0,320145241313.0,261888300573.0,243898287740.0
2,Tiền và tương đương tiền,7507010112.0,8025346445.0,4184525696.0,15427828953.0,35756318101.0,179295482.0,505632296.0,321477374.0,2307711655.0
3,Tiền,7507010112.0,8025346445.0,4184525696.0,15427828953.0,35756318101.0,179295482.0,505632296.0,321477374.0,2307711655.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,58286341976.0,124997259148.0,180230391203.0,225397740947.0,141757808728.0,178029330385.0,168192349951.0,101473303895.0,82281324419.0
10,Phải thu khách hàng,58286341976.0,65512166981.0,108573697634.0,131439649450.0,138986854452.0,171032687357.0,149985801749.0,112890045873.0,108999062810.0
11,Trả trước người bán,0.0,2632821167.0,2670091988.0,5472456582.0,2892176130.0,2977342442.0,1049416188.0,2253300667.0,2479162246.0
12,Phải thu nội bộ,0.0,51494058039.0,68053226752.0,86823982297.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,0.0,5358212961.0,1156570600.0,1884848389.0,461673389.0,5608342372.0,30069654977.0,40402737315.0,35398076207.0
16,Dự phòng nợ khó đòi,0.0,0.0,-223195771.0,-223195771.0,-582895243.0,-1589041786.0,-12912522963.0,-54072779960.0,-64594976844.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",54285557794.0,25895515419.0,49567531767.0,65798383847.0,49711589736.0,73657598531.0,89063613543.0,95865293299.0,96296413331.0
19,Hàng tồn kho,54285557794.0,25895515419.0,49567531767.0,65798383847.0,49711589736.0,73657598531.0,89063613543.0,95865293299.0,96296413331.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,1745678301.0,3145079894.0,10087591510.0,28592139438.0,87002233670.0,82674345661.0,62383645523.0,64228226005.0,63012838335.0
22,Trả trước ngắn hạn,0.0,3145079894.0,2537615345.0,2483706842.0,0.0,0.0,0.0,0.0,33554000.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0,1133669117.0,1099939103.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,8457089662.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,1745678301.0,0.0,7549976165.0,26108432596.0,78545144008.0,82674345661.0,61249976406.0,63128286902.0,62979284335.0
27,TÀI SẢN DÀI HẠN,20013633866.0,23490427190.0,18988243234.0,33959454649.0,24601251990.0,21049401053.0,21364151571.0,13351365333.0,10836677831.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,16966675732.0,16268636228.0,15122000079.0,29799680769.0,17345732155.0,15094475101.0,15975813096.0,13247693132.0,10783060593.0
37,GTCL TSCĐ hữu hình,15708429512.0,14486350540.0,14942000079.0,22300044804.0,17345732155.0,15094475101.0,15975813096.0,13247693132.0,10783060593.0
38,Nguyên giá TSCĐ hữu hình,15708429512.0,27719639419.0,32917651296.0,45490636435.0,46540578709.0,48271631226.0,43077427000.0,40716516162.0,40716516162.0
39,Khấu hao lũy kế TSCĐ hữu hình,0.0,-13233288879.0,-17975651217.0,-23190591631.0,-29194846554.0,-33177156125.0,-27101613904.0,-27468823030.0,-29933455569.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,240000000.0,210000000.0,180000000.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,240000000.0,300000000.0,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,-90000000.0,-120000000.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
