,Unnamed: 0,2007,2008,2009,2010,2011,2012,2013,2014
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-27679391042.0,-11660196577.0,-7577930355.0,-43664615684.0,-22750300630.0,-16083326738.0,15313060385.0,3258234281.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,14145472412.0,18385754480.0,20254154232.0,30558333775.0,19278032400.0,3038205713.0,-11283339840.0,-1386740618.0
2,Lãi trước thuế,6557623176.0,4933024881.0,14964287662.0,27635024682.0,11122594606.0,-11235182358.0,-60655856450.0,-29128176341.0
3,Khấu hao TSCĐ,4237790767.0,4772362338.0,5214940414.0,6004254923.0,5319579102.0,3650809822.0,2608672297.0,2464632539.0
5,Chi phí dự phòng,0.0,223195771.0,223195771.0,359699472.0,1442553562.0,11323481177.0,45410256997.0,10522196884.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,-651409396.0,-6651787126.0,-12489930056.0,-16631757523.0,-17286849388.0,-15025339617.0,-7871130.0
9,Chi phí lãi vay,3350058469.0,9108580886.0,6503517511.0,9049284754.0,18025062653.0,16585946460.0,16378926933.0,14762477430.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-66939430424.0,-63006303991.0,-63725806175.0,8442059483.0,-22557666953.0,23803596727.0,30411933798.0,9926595392.0
13,(Tăng)/giảm hàng tồn kho,28390042375.0,-23672016348.0,-16230852080.0,23586430076.0,-24123653158.0,-15406015012.0,-6801679756.0,-431120032.0
14,Tăng/(giảm) các khoản phải trả,2205014491.0,63099254561.0,58364219016.0,-46705892125.0,16554198897.0,-33887699899.0,3922652028.0,-4707001424.0
15,( Tăng)/giảm chi phí trả trước,-494832828.0,983012356.0,-239622222.0,-49075443587.0,4143857433.0,19687525555.0,154113941.0,16500963.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-4306286304.0,-7040622785.0,-5820006126.0,-10179921774.0,-16038873733.0,-14258706213.0,-2897861149.0,-60000000.0
18,Thuế thu nhập doanh nghiệp đã trả,-90300000.0,-29400000.0,0.0,0.0,-502000000.0,0.0,-32711757.0,-100000000.0
19,Tiền thu khác từ các hoạt động kinh doanh,-280234764.0,0.0,0.0,0.0,3112000000.0,3077073085.0,2254273120.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-308836000.0,-379874850.0,-180017000.0,-290181532.0,-2616195516.0,-2137306694.0,-414320000.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-6017539452.0,-437364501.0,-20754335390.0,-2946950749.0,-1929371938.0,-2618395899.0,1334949519.0,0.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-2477539452.0,-4110726189.0,-20834335390.0,-1700844092.0,-2118010799.0,-3596818182.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,935909091.0,247150000.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,-3680000000.0,0.0,0.0,-1750000000.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,2980000000.0,0.0,0.0,0.0,0.0,1000000000.0,0.0
28,Cổ tức và tiền lãi nhận được,140000000.0,693361688.0,80000000.0,503893343.0,188638861.0,42513192.0,87799519.0,0.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,34215266827.0,8256740329.0,39575569002.0,66939827901.0,-10897350051.0,19028059451.0,-16832164826.0,-1272000000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,10925000000.0,10000000000.0,22644971939.0,43663870000.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,221673068728.0,60473889893.0,102968818729.0,96788399298.0,115064127747.0,94391300451.0,21452434643.0,0.0
33,Tiển trả các khoản đi vay,-197556724153.0,-59918385564.0,-84470221666.0,-64074537397.0,-120068097798.0,-75363241000.0,-38284599469.0,-1272000000.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-1054591000.0,-2298764000.0,-1568000000.0,-9437904000.0,-5893380000.0,0.0,0.0,0.0
36,Tiền lãi đã nhận,228513252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,518336333.0,-3840820749.0,11243303257.0,20328261468.0,-35577022619.0,326336814.0,-184154922.0,1986234281.0
38,Tiền và tương đương tiền đầu kỳ,7507010112.0,8025346445.0,4184525696.0,15427828953.0,35756318101.0,179295482.0,505632296.0,321477374.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,227680.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,8025346445.0,4184525696.0,15427828953.0,35756318101.0,179295482.0,505632296.0,321477374.0,2307711655.0
