,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-23586005461.0,12540241502.0,6562698036.0,-3450771474.0,4421985525.0,-13054836346.0,-5413798833.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,2702252073.0,6522115973.0,5422866745.0,4552865392.0,5330595275.0,3471926086.0,1919759733.0
2,Lãi trước thuế,7567507490.0,8183098839.0,6253203535.0,5377566377.0,5624429646.0,4004587366.0,2243047428.0
3,Khấu hao TSCĐ,911081083.0,493981057.0,581977788.0,581977788.0,591068700.0,538410961.0,838350955.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,540000000.0,592937935.0,592937935.0,592937935.0,296468967.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-5823750395.0,-2220782000.0,-2167702714.0,-2075610938.0,-1636931833.0,-1714553963.0,-1471284386.0
9,Chi phí lãi vay,47413895.0,65818077.0,14405751.0,75994230.0,159090827.0,50543787.0,13176769.0
11,Các khoản điều chỉnh khác,0.0,0.0,200982385.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,12177895974.0,-13834169204.0,-3109638651.0,2959735375.0,7643040971.0,-7953837051.0,-7532149027.0
13,(Tăng)/giảm hàng tồn kho,-9014254984.0,-19667609.0,3904800356.0,-3921109925.0,-6767175356.0,268063159.0,3309563233.0
14,Tăng/(giảm) các khoản phải trả,-25667249416.0,20768211446.0,2673918736.0,-4766919700.0,-819090544.0,-8611858556.0,-979523031.0
15,( Tăng)/giảm chi phí trả trước,-1440835213.0,8868768.0,-480301945.0,-27534695.0,-264908958.0,1458713803.0,-1442859544.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-47413895.0,-65818077.0,-14405751.0,-75994230.0,-159090827.0,-50543787.0,-13176769.0
18,Thuế thu nhập doanh nghiệp đã trả,-2261000000.0,-649049795.0,-1626041454.0,-1783982047.0,-405285036.0,-1500000000.0,-501413428.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,29213356.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-35400000.0,-190250000.0,-208500000.0,-417045000.0,-136100000.0,-137300000.0,-174000000.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,15794412456.0,-7617036990.0,-4451897356.0,8595679431.0,6757672967.0,12537330037.0,23841485426.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-1788705454.0,-1737818990.0,0.0,0.0,0.0,-43414342465.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,-29000000000.0,-38500000000.0,-71868430556.0,-45379931507.0,-10200000000.0,0.0,-15114116208.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,46149098800.0,30400000000.0,67168430556.0,51900000000.0,15179931507.0,53500000000.0,37160452054.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,434019110.0,2220782000.0,248102644.0,2075610938.0,1777741460.0,2451672502.0,1795149580.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,840844601.0,-11106767629.0,-5870208750.0,-1948838500.0,-3307346000.0,-5581255411.0,-3209897500.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,17997213858.0,12077054151.0,-8027532274.0,24018029215.0,14352136131.0,14737226461.0,9291470842.0
33,Tiển trả các khoản đi vay,-11932179354.0,-18142088655.0,8027532274.0,-24017930215.0,-14352235131.0,-14737226461.0,-9291470842.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-5224189903.0,-5041733125.0,-5870208750.0,-1948937500.0,-3307247000.0,-5581255411.0,-3209897500.0
37,Lưu chuyển tiền thuần trong kỳ,-6950748404.0,-6183563117.0,-3759408070.0,3196069457.0,7872312492.0,-6098761720.0,15217789093.0
38,Tiền và tương đương tiền đầu kỳ,17397170383.0,10446421979.0,4262858853.0,503450783.0,3699520240.0,11571832732.0,5473071012.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,10446421979.0,4262858862.0,503450783.0,3699520240.0,11571832732.0,5473071012.0,20690860105.0
