,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,70016495061.0,119374522070.0,100491460449.0,72354771038.0,70319409547.0,61729310976.0,68673796507.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,70016495061.0,119374522070.0,100491460449.0,72354771038.0,70319409547.0,61729310976.0,68673796507.0
3,Giá vốn hàng bán,-59329551828.0,-106130703264.0,-88699088578.0,-61895188075.0,-59080132977.0,-50150912963.0,-60916601041.0
4,Lãi gộp,10686943233.0,13243818806.0,11792371871.0,10459582963.0,11239276570.0,11578398013.0,7757195466.0
5,Thu nhập tài chính,2724671114.0,2220782000.0,2167702714.0,2075610938.0,1636931833.0,1714553963.0,1471284386.0
6,Chi phí tài chính,-47413895.0,-65818077.0,-14405751.0,-75994230.0,-159090827.0,-50543787.0,-13176769.0
7,Trong đó: Chi phí lãi vay,-47413895.0,-65818077.0,-14405751.0,-75994230.0,-159090827.0,-50543787.0,-13176769.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-5798602538.0,-6915757741.0,-7561849508.0,-6986774492.0,-6995217375.0,-7211698184.0,-6966030962.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,7565597914.0,8483024988.0,6383819326.0,5472425179.0,5721900201.0,6030710005.0,2249272121.0
12,Thu nhập khác,1909576.0,3454545.0,90909.0,0.0,0.0,0.0,0.0
13,Chi phí khác,0.0,-303380694.0,-130706701.0,-94858803.0,-97470555.0,-2026122639.0,-6224693.0
14,"Thu nhập khác, ròng",1909576.0,-299926149.0,-130615792.0,-94858803.0,-97470555.0,-2026122639.0,-6224693.0
16,Lãi/(lỗ) ròng trước thuế,7567507490.0,8183098839.0,6253203534.0,5377566376.0,5624429646.0,4004587366.0,2243047428.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-1520701498.0,-1726041454.0,-1283982047.0,-1105285036.0,-807114028.0,-844299401.0,-449854424.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-1520701498.0,-1726041454.0,-1283982047.0,-1105285036.0,-807114028.0,-844299401.0,-449854424.0
20,Lãi/(lỗ) thuần sau thuế,6046805992.0,6457057385.0,4969221487.0,4272281340.0,4817315618.0,3160287965.0,1793193004.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,6046805992.0,6457057385.0,4969221487.0,4272281340.0,4817315618.0,3160287965.0,1793193004.0
23,Lãi cơ bản trên cổ phiếu,650.0,722.0,556.0,478.0,539.0,354.0,201.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
