,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,120116143113.0,137121385974.0,136673909743.0,130807048372.0,131763656438.0,119937829836.0,114585550427.0
1,TÀI SẢN NGẮN HẠN,98836023051.0,109628133662.0,114361986422.0,109201758280.0,110351344506.0,92091202916.0,101281728044.0
2,Tiền và tương đương tiền,10446421979.0,4262858853.0,503450783.0,3699520240.0,11571832732.0,5473071012.0,20690860105.0
3,Tiền,446421979.0,4262858853.0,503450783.0,699520240.0,1571832732.0,5473071012.0,690860105.0
4,Các khoản tương đương tiền,10000000000.0,0.0,0.0,3000000000.0,10000000000.0,0.0,20000000000.0
5,Giá trị thuần đầu tư ngắn hạn,23900000000.0,27000000000.0,36700000000.0,27179931507.0,22200000000.0,20055956164.0,10170072372.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,23900000000.0,27000000000.0,36700000000.0,27179931507.0,22200000000.0,20055956164.0,10170072372.0
9,Các khoản phải thu,47563253178.0,61647281621.0,64300905023.0,61374273995.0,52997485462.0,43216571238.0,49732400062.0
10,Phải thu khách hàng,18994732780.0,41335316838.0,18495219626.0,25990074359.0,14310644637.0,14877397281.0,29049853608.0
11,Trả trước người bán,2550580536.0,1734132418.0,1763791418.0,8086446482.0,3409101720.0,4059626307.0,2857251334.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,30736845730.0,23296738233.0,49300799847.0,33149596957.0,41722520843.0,31317267323.0,25159483760.0
16,Dự phòng nợ khó đòi,-4718905868.0,-4718905868.0,-5258905868.0,-5851843803.0,-6444781738.0,-7037719673.0,-7334188640.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",16406702885.0,16426370494.0,12521570138.0,16442666063.0,23209841419.0,22941778260.0,19632215027.0
19,Hàng tồn kho,16406702885.0,16426370494.0,12521570138.0,16442666063.0,23209841419.0,22941778260.0,19632215027.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,519645009.0,291622694.0,336060478.0,505366475.0,372184893.0,403826242.0,1056180478.0
22,Trả trước ngắn hạn,307270770.0,291622694.0,336060478.0,505366475.0,372184893.0,227348094.0,211708598.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,212374239.0,0.0,0.0,0.0,0.0,176478148.0,844471880.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,21280120062.0,27493252312.0,22311923321.0,21605290092.0,21412311932.0,27846626920.0,13303822383.0
28,Phải thu dài hạn,4956549464.0,4919064464.0,4873849100.0,4873849100.0,4873849100.0,1000000000.0,1003046000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,4956549464.0,4919064464.0,4873849100.0,4873849100.0,4873849100.0,1000000000.0,1003046000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,11929090295.0,12248279601.0,11666301813.0,11120663223.0,10529594523.0,9991183561.0,9152832606.0
37,GTCL TSCĐ hữu hình,11929090295.0,12248279601.0,11666301813.0,11120663223.0,10529594523.0,9991183561.0,9152832606.0
38,Nguyên giá TSCĐ hữu hình,22121581816.0,22934752179.0,22934752179.0,22971115815.0,22928326265.0,22894235356.0,22857871720.0
39,Khấu hao lũy kế TSCĐ hữu hình,-10192491521.0,-10686472578.0,-11268450366.0,-11850452592.0,-12398731742.0,-12903051795.0,-13705039114.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,2090121269.0,3014769905.0,3024769905.0,3005546568.0,3005546568.0,3005546568.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,5000000000.0,0.0,0.0,0.0,12160452054.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,5000000000.0,0.0,0.0,0.0,12160452054.0,0.0
58,Tài sản dài hạn khác,2304359034.0,2311138342.0,2747002503.0,2605231201.0,3003321741.0,1689444737.0,3147943777.0
59,Trả trước dài hạn,2304359034.0,2311138342.0,2747002503.0,2605231201.0,3003321741.0,1689444737.0,3147943777.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,23796302780.0,40391294248.0,41431653915.0,35761136204.0,36569053652.0,26151564085.0,22234129172.0
65,Nợ ngắn hạn,23796302780.0,40391294248.0,41431653915.0,35761136204.0,36569053652.0,26151564085.0,22234129172.0
66,Phải trả người bán,5706232988.0,31496150700.0,14526552550.0,12566417633.0,10919373819.0,10869868196.0,13266260992.0
67,Người mua trả tiền trước,7358282686.0,1900000000.0,400000000.0,627482000.0,826514806.0,4243978730.0,0.0
68,Thuế và các khoản phải trả Nhà nước,337808436.0,2048993698.0,1719531029.0,1835238926.0,1818762207.0,231693007.0,102189947.0
69,Phải trả người lao động,2103215165.0,3001084005.0,2488661590.0,4679284556.0,4369422455.0,3741277012.0,2664324440.0
70,Chi phí phải trả,1058753952.0,725080820.0,16195970617.0,13929757600.0,14574437000.0,3963084097.0,3326442426.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,579545455.0,135000006.0,658866363.0,275610454.0,650719364.0,95833000.0,796759259.0
74,Phải trả khác,354359992.0,804571925.0,5169176287.0,1799350556.0,3298028522.0,2931334564.0,2077656629.0
75,Vay ngắn hạn,6065034504.0,0.0,0.0,99000.0,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",233069602.0,280413094.0,272895479.0,47895479.0,111795479.0,74495479.0,495479.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
