,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,464356723500.0,479383718219.0,448767474979.0,527070866585.0,1150970450044.0,1702063005495.0,1896869151537.0,2386589301991.0
1,TÀI SẢN NGẮN HẠN,325447798605.0,327836175402.0,307643919033.0,415138372502.0,489140828114.0,584767371858.0,843527920850.0,1258453055188.0
2,Tiền và tương đương tiền,90456163652.0,147247997714.0,121672675596.0,29559745953.0,29652137741.0,75718057600.0,88932954794.0,357140742117.0
3,Tiền,90456163652.0,147247997714.0,121672675596.0,24559745953.0,22102137741.0,38168057600.0,68372982294.0,70490742117.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,5000000000.0,7550000000.0,37550000000.0,20559972500.0,286650000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,26000000000.0,46500000000.0,20000000000.0,0.0,28205928767.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,26000000000.0,46500000000.0,20000000000.0,0.0,28205928767.0
9,Các khoản phải thu,111377934529.0,92831278219.0,98059216043.0,275060493376.0,259552779985.0,225974454484.0,374088903006.0,445052052471.0
10,Phải thu khách hàng,106196574916.0,91607005629.0,97566331490.0,132078447349.0,174635851749.0,192228648936.0,346388717850.0,350602430764.0
11,Trả trước người bán,4787015565.0,660873000.0,303135000.0,5926056983.0,13963672958.0,9406663722.0,20531281667.0,41601081250.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,135000000000.0,61863643835.0,8380754939.0,0.0,17500000000.0
15,Phải thu khác,394344048.0,563399590.0,189749553.0,2055989044.0,9089611443.0,15958386887.0,7168903489.0,35348540457.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
