,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,65288339337.0,47921453837.0,55697419224.0,68758040121.0,79663687874.0,81385544662.0,83999468903.0,88541789213.0
1,Các khoản giảm trừ,-57143281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,65231196056.0,47921453837.0,55697419224.0,68758040121.0,79663687874.0,81385544662.0,83999468903.0,88541789213.0
3,Giá vốn hàng bán,-53520021538.0,-34132658525.0,-41595506555.0,-51735960912.0,-59191226531.0,-62508270800.0,-63391365274.0,-73749579592.0
4,Lãi gộp,11711174518.0,13788795312.0,14101912669.0,17022079209.0,20472461343.0,18877273862.0,20608103629.0,14792209621.0
5,Thu nhập tài chính,28756472.0,30992050.0,362786816.0,425929797.0,295362430.0,307369598.0,582270406.0,355725930.0
6,Chi phí tài chính,-9120670.0,-1897586.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-4743918843.0,-8151234705.0,-7541807455.0,-9240347343.0,-10118195602.0,-8449233679.0,-12944252299.0,-7738216431.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,6986891477.0,5666655071.0,6922892030.0,8207661663.0,10649628171.0,10735409781.0,8246121736.0,7409719120.0
12,Thu nhập khác,1028508416.0,387648021.0,3743750.0,65932274.0,7239059.0,111343321.0,514191746.0,725629725.0
13,Chi phí khác,-625885863.0,-185924169.0,0.0,-36374993.0,-21538074.0,-38576311.0,-68541242.0,-91165703.0
14,"Thu nhập khác, ròng",402622553.0,201723852.0,3743750.0,29557281.0,-14299015.0,72767010.0,445650504.0,634464022.0
16,Lãi/(lỗ) ròng trước thuế,7389514030.0,5868378923.0,6926635780.0,8237218944.0,10635329156.0,10808176791.0,8691772240.0,8044183142.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-1662420319.0,-1353170832.0,-1432928795.0,-1721610901.0,-2046911366.0,-1739385896.0,-599850772.0,-1433354196.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-1662420319.0,-1353170832.0,-1432928795.0,-1721610901.0,-2046911366.0,-1739385896.0,-599850772.0,-1433354196.0
20,Lãi/(lỗ) thuần sau thuế,5727093711.0,4515208091.0,5493706985.0,6515608043.0,8588417790.0,9068790895.0,8091921468.0,6610828946.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,5727093711.0,4515208091.0,5493706985.0,6515608043.0,8588417790.0,9068790895.0,8091921468.0,6610828946.0
23,Lãi cơ bản trên cổ phiếu,0.0,1067.0,1246.0,1456.0,1927.0,2032.0,1787.0,1450.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,1246.0,1456.0,1927.0,2032.0,1787.0,1450.0
