,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,51408917229.0,51596071209.0,53735958046.0,57480311195.0,68877305129.0,71289421886.0,75473307932.0,71746708852.0
1,TÀI SẢN NGẮN HẠN,33224455323.0,37823142314.0,42767556143.0,47157472881.0,58586432357.0,60716238717.0,63746098737.0,61491073619.0
2,Tiền và tương đương tiền,2590405877.0,16659066540.0,9620207987.0,14005902427.0,18874756348.0,23007257847.0,14899810008.0,25040557924.0
3,Tiền,2590405877.0,16659066540.0,1334536288.0,2141769043.0,8858375915.0,11809994564.0,8899810008.0,15040557924.0
4,Các khoản tương đương tiền,0.0,0.0,8285671699.0,11864133384.0,10016380433.0,11197263283.0,6000000000.0,10000000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,511096263.0,551983493.0,0.0,1012968110.0,1000000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,511096263.0,551983493.0,0.0,1012968110.0,1000000000.0
9,Các khoản phải thu,24919022955.0,20290759724.0,26554419789.0,27913181257.0,34374881955.0,35513976270.0,39817101905.0,31831819002.0
10,Phải thu khách hàng,24510014268.0,21640203231.0,27638970789.0,28869920921.0,35260405467.0,35637828345.0,39960098146.0,34617858057.0
11,Trả trước người bán,0.0,0.0,0.0,73373300.0,523079000.0,191528574.0,242500000.0,202177900.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,409008687.0,138908053.0,497368580.0,551806616.0,623573268.0,509147631.0,1750097809.0,581415064.0
16,Dự phòng nợ khó đòi,0.0,-1488351560.0,-1581919580.0,-1581919580.0,-2032175780.0,-824528280.0,-2135594050.0,-3569632019.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",5317805845.0,580050441.0,6291523161.0,4169068132.0,4271003148.0,1776084799.0,7676764597.0,3247023164.0
19,Hàng tồn kho,5317805845.0,580050441.0,6291523161.0,4169068132.0,4271003148.0,1776084799.0,7676764597.0,3247023164.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,397220646.0,293265609.0,301405206.0,558224802.0,513807413.0,418919801.0,339454117.0,371673529.0
22,Trả trước ngắn hạn,397220646.0,293265609.0,301187436.0,133695556.0,513807413.0,418919801.0,339080295.0,206746405.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,217770.0,424529246.0,0.0,0.0,373822.0,164927124.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,18184461906.0,13772928895.0,10968401903.0,10322838314.0,10290872772.0,10573183169.0,11727209195.0,10255635233.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55079998.0
