,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,86799680645.0,-51390911866.0,18658148523.0,69156337467.0,62452961557.0,109793607816.0,74122646765.0,81467718303.0,63595477578.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,70735004544.0,75431880861.0,81619988061.0,83505461740.0,93399877727.0,112930430631.0,121365728535.0,118948205621.0,128847447939.0
2,Lãi trước thuế,45335845074.0,44100044309.0,49540183264.0,49972311195.0,46347445659.0,57460937062.0,57375464734.0,52536908191.0,54396712245.0
3,Khấu hao TSCĐ,23614827194.0,30243752409.0,28594199975.0,35267681085.0,42043845499.0,49827872553.0,53820339510.0,58507268230.0,62967190208.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,2023027737.0,744771355.0,-98686010.0,7561037039.0,975600734.0,35547038.0,2355876061.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,93111202.0,-381674907.0,93920639.0,-68456157.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,-69337031.0,-74706938.0,-483658308.0,-178444787.0,-398005449.0,-571552581.0,-774600760.0,-1158863443.0
9,Chi phí lãi vay,1784332276.0,1157421174.0,1444172821.0,2267992243.0,5191796727.0,6728640366.0,9765876138.0,8643082922.0,10286532868.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,-3881960923.0,0.0,-8181594783.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,19830342250.0,-17224287410.0,13994060070.0,-3488616414.0,1281995291.0,-9200173526.0,-9509999502.0,-533661222.0,28380914931.0
13,(Tăng)/giảm hàng tồn kho,8673388109.0,-29453507033.0,27896648881.0,-4915263484.0,-5974888888.0,1088330456.0,-1025908664.0,-4040506449.0,-18004250431.0
14,Tăng/(giảm) các khoản phải trả,31500806767.0,8910158398.0,-1283456990.0,8861085619.0,-3529447566.0,27597149268.0,-13575106109.0,-13112638279.0,-49037759388.0
15,( Tăng)/giảm chi phí trả trước,10403437790.0,529774369.0,1267043011.0,-1108510164.0,-2455699193.0,658288368.0,-673901099.0,2393066601.0,-4139997590.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-2251790381.0,-1157421174.0,-1444172821.0,-2267992243.0,-5191796727.0,-6728640366.0,-9765876138.0,-8643082922.0,-10286532868.0
18,Thuế thu nhập doanh nghiệp đã trả,-8137871848.0,-7238601147.0,-10665234227.0,-5878194717.0,-8746230119.0,-8773662804.0,-8037027429.0,-3714194449.0,-3780651373.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,3875981002.0,495897744.0,1806555467.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-43953636586.0,-81188908730.0,-96602708464.0,-6047530614.0,-8137404435.0,-7778114211.0,-4655262829.0,-9829470598.0,-8383693642.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-25140367368.0,12252639507.0,-106247547001.0,-87262520937.0,-83467872419.0,-83059380833.0,-58107274500.0,-75413049212.0,-37906362816.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-6484176850.0,-30101061841.0,-79682245272.0,-75199397860.0,-68393289486.0,-55300067472.0,-54678827081.0,-75585909972.0,-38466054366.0
23,Tiền thu được từ thanh lý tài sản cố định,264301003.0,34022380.0,5862158000.0,2763555379.0,7257868849.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,-19800000000.0,-185755000000.0,-176746166667.0,-202536503431.0,-214567400000.0,-262540218810.0,0.0,-13454740000.0,-14859171893.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,18300000000.0,227914807967.0,143360000000.0,187226166667.0,192056503431.0,234382900000.0,-4000000000.0,12853000000.0,14260000000.0
26,Đầu tư vào các doanh nghiệp khác,-136350669356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,118556612937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,373564898.0,159871001.0,958706938.0,483658308.0,178444787.0,398005449.0,571552581.0,774600760.0,1158863443.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-54889250990.0,84030860214.0,32727613506.0,19581489379.0,18845276969.0,-22887461648.0,-8862935839.0,4531270235.0,-16298917700.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,100938016245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,-10447681.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,38999747033.0,58729182674.0,83642313818.0,112361492942.0,148963032503.0,146561490827.0,85600504575.0,176192729105.0,158765957128.0
33,Tiển trả các khoản đi vay,-90362117700.0,-73267085401.0,-40485685062.0,-77779256668.0,-118139478912.0,-150232597100.0,-72192694389.0,-148533963170.0,-153163141402.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
