,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,524141009671.0,650672157619.0,669793820694.0,742335099826.0,816085484259.0,869586607007.0,668776510364.0,703936763020.0,715851771977.0
1,TÀI SẢN NGẮN HẠN,200331511454.0,307230748361.0,242259100091.0,265417943425.0,291019333729.0,331463831876.0,111357018410.0,126972467319.0,128540729859.0
2,Tiền và tương đương tiền,20442662031.0,65340473844.0,10385577670.0,12242558486.0,9979003954.0,13894225446.0,21046661872.0,31632601198.0,41022798260.0
3,Tiền,13942662031.0,11971723844.0,10385577670.0,12242558486.0,9979003954.0,10894225446.0,6685881050.0,11912554231.0,14314140865.0
4,Các khoản tương đương tiền,6500000000.0,53368750000.0,0.0,0.0,0.0,3000000000.0,14360780822.0,19720046967.0,26708657395.0
5,Giá trị thuần đầu tư ngắn hạn,133651057967.0,143360000000.0,176746166667.0,192056503431.0,214567400000.0,242724718810.0,3453000000.0,4054740000.0,4653911893.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,133651057967.0,143360000000.0,176746166667.0,192056503431.0,214567400000.0,242724718810.0,3453000000.0,4054740000.0,4653911893.0
9,Các khoản phải thu,13628761096.0,32999061937.0,15326652621.0,19089442443.0,15355194611.0,27997730563.0,30594266344.0,35210557844.0,16643611901.0
10,Phải thu khách hàng,6924612731.0,12448210047.0,11786865998.0,13928203017.0,9407245629.0,22547499383.0,20668118267.0,22999234037.0,9247609398.0
11,Trả trước người bán,3238156750.0,7062860382.0,2824168820.0,4932374511.0,5397805740.0,5455717854.0,10458590846.0,12023443103.0,6002242274.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,3464105960.0,13487991508.0,2738645540.0,2637642926.0,2952543576.0,2264174531.0,2658379329.0,2786574830.0,2977240982.0
16,Dự phòng nợ khó đòi,0.0,0.0,-2023027737.0,-2415665194.0,-2402400334.0,-2269661205.0,-3190822098.0,-2598694126.0,-1583480753.0
17,Tài sản thiếu chờ xử lý,1885655.0,0.0,0.0,6887183.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",31081349857.0,60534856890.0,32638208009.0,35279088664.0,41253977552.0,40393639144.0,41365107967.0,45391307806.0,59947765926.0
19,Hàng tồn kho,31730179145.0,61183686178.0,33287037297.0,38202300781.0,44177189669.0,43088859213.0,44114767877.0,48155274326.0,66028574562.0
20,Dự phòng giảm giá HTK,-648829288.0,-648829288.0,-648829288.0,-2923212117.0,-2923212117.0,-2695220069.0,-2749659910.0,-2763966520.0,-6080808636.0
21,Tài sản lưu động khác,1527680503.0,4996355690.0,7162495124.0,6750350401.0,9863757612.0,6453517913.0,14897982227.0,10683260471.0,6272641879.0
22,Trả trước ngắn hạn,98882652.0,200743336.0,75400000.0,311083142.0,938355952.0,776927950.0,1325938406.0,739577576.0,4854385773.0
23,Thuế VAT phải thu,1428797851.0,4094496833.0,6397363910.0,6391098630.0,8874309151.0,5594701814.0,3220409931.0,2522322029.0,1418256106.0
24,Phải thu thuế khác,0.0,701115521.0,689731214.0,48168629.0,51092509.0,81888149.0,10351633890.0,7421360866.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,323809498217.0,343441409258.0,427534720603.0,476917156401.0,525066150530.0,538122775131.0,557419491954.0,576964295701.0,587311042118.0
