,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,1099955197734.0,1127399436390.0,1156891066359.0,1231273374141.0,1228549705695.0,1309253474049.0,1316050076973.0,1294665407224.0
1,TÀI SẢN NGẮN HẠN,94916736143.0,151956094862.0,153358866178.0,186637885785.0,172071562402.0,205032487947.0,245715398247.0,190976496859.0
2,Tiền và tương đương tiền,59511258079.0,65156069868.0,70753661324.0,86564569951.0,59200783530.0,94957952150.0,107091168769.0,50298381209.0
3,Tiền,44711258079.0,38856069868.0,44453661324.0,60764569951.0,43900783530.0,74657952150.0,85791168769.0,31998381209.0
4,Các khoản tương đương tiền,14800000000.0,26300000000.0,26300000000.0,25800000000.0,15300000000.0,20300000000.0,21300000000.0,18300000000.0
5,Giá trị thuần đầu tư ngắn hạn,24833395177.0,61932580894.0,50031389587.0,67297053237.0,74956661353.0,72809015563.0,89711609092.0,88782908022.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,24833395177.0,61932580894.0,50031389587.0,67297053237.0,74956661353.0,72809015563.0,89711609092.0,88782908022.0
9,Các khoản phải thu,3595828652.0,12184168926.0,14168557405.0,14903006789.0,14392401708.0,6102863994.0,23269270913.0,21278766348.0
10,Phải thu khách hàng,3204565308.0,3520532975.0,2455517464.0,2189747031.0,2551483387.0,2770999525.0,18981050249.0,12106005848.0
11,Trả trước người bán,0.0,5669448500.0,3953540588.0,439625709.0,2302641709.0,194378565.0,756148087.0,3586604275.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,3630000292.0,6328722597.0,10831469917.0,14611081213.0,11891140276.0,5020022460.0,5403854526.0,7457938174.0
16,Dự phòng nợ khó đòi,-3238736948.0,-3334535146.0,-3071970564.0,-2337447164.0,-2352863664.0,-1882536556.0,-1871781949.0,-1871781949.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",6211582340.0,10519492717.0,15852098639.0,15766530452.0,20808100375.0,25897723913.0,23162077342.0,24739752338.0
19,Hàng tồn kho,6211582340.0,10519492717.0,15852098639.0,15766530452.0,20808100375.0,25897723913.0,23162077342.0,24739752338.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,764671895.0,2163782457.0,2553159223.0,2106725356.0,2713615436.0,5264932327.0,2481272131.0,5876688942.0
22,Trả trước ngắn hạn,532448385.0,564766850.0,431113400.0,572148253.0,498694950.0,384429660.0,1445249580.0,712671633.0
23,Thuế VAT phải thu,232223510.0,1599015607.0,2122045823.0,492103968.0,2214920486.0,4880502127.0,759094914.0,4644156733.0
24,Phải thu thuế khác,0.0,0.0,0.0,1042473135.0,0.0,540.0,276927637.0,519860576.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
