,CHỈ TIÊU,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q4 2021.1,Q1 2022,Q2 2022,Q3 2022,Q4 2022
0,Doanh số,25027064373.0,2309940256.0,14975996305.0,8470895317.0,16974550337.0,16974550337.0,24150638318.0,24053421407.0,5018346571.0,28142619657.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,25027064373.0,2309940256.0,14975996305.0,8470895317.0,16974550337.0,16974550337.0,24150638318.0,24053421407.0,5018346571.0,28142619657.0
3,Giá vốn hàng bán,-24267655429.0,-2071112301.0,-14197597982.0,-7985196778.0,-16533600705.0,-16533600705.0,-23811234681.0,-23184063020.0,-5478149890.0,-27067277129.0
4,Lãi gộp,759408944.0,238827955.0,778398323.0,485698539.0,440949632.0,440949632.0,339403637.0,869358387.0,-459803319.0,1075342528.0
5,Thu nhập tài chính,204199702.0,247268.0,119326.0,573157.0,2474305600.0,2474305600.0,2850814466.0,3633119.0,3000301.0,1267377.0
6,Chi phí tài chính,291631019.0,797154627.0,380589257.0,61578419.0,146103592.0,146103592.0,-720019535.0,-661753975.0,-783295119.0,-329626358.0
7,Trong đó: Chi phí lãi vay,-253669757.0,-76938414.0,115995690.0,-154421581.0,-383681369.0,-383681369.0,-705637720.0,-661753975.0,-783244777.0,-329459804.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-708138899.0,-307591374.0,-464690586.0,-525952283.0,-742643124.0,-742643124.0,-1511358931.0,-494527672.0,-641334737.0,-1442952809.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,547100766.0,728638476.0,694416320.0,21897832.0,2318715700.0,2318715700.0,958839637.0,-283290141.0,-1881432874.0,-695969262.0
12,Thu nhập khác,5311117.0,0.0,0.0,0.0,1664.0,1664.0,0.0,10827369.0,0.0,0.0
13,Chi phí khác,-10334679.0,0.0,-7307490.0,-2212868.0,-211352826.0,-211352826.0,-90149993.0,-17510928.0,-8768591.0,-209487606.0
14,"Thu nhập khác, ròng",-5023562.0,0.0,-7307490.0,-2212868.0,-211351162.0,-211351162.0,-90149993.0,-6683559.0,-8768591.0,-209487606.0
16,Lãi/(lỗ) ròng trước thuế,542077204.0,728638476.0,687108830.0,19684964.0,2107364538.0,2107364538.0,868689644.0,-289973700.0,-1890201465.0,-905456868.0
17,Thuế thu nhập doanh nghiệp – hiện thời,14730878.0,-145727695.0,-137421766.0,-3936993.0,-304128004.0,-304128004.0,-173737928.0,56658028.0,378040293.0,-260960393.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,14730878.0,-145727695.0,-137421766.0,-3936993.0,-304128004.0,-304128004.0,-173737928.0,56658028.0,378040293.0,-260960393.0
20,Lãi/(lỗ) thuần sau thuế,556808082.0,582910781.0,549687064.0,15747971.0,1803236534.0,1803236534.0,694951716.0,-233315672.0,-1512161172.0,-1166417261.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,556808082.0,582910781.0,549687064.0,15747971.0,1803236534.0,1803236534.0,694951716.0,-233315672.0,-1512161172.0,-1166417261.0
23,Lãi cơ bản trên cổ phiếu,265.0,278.0,257.0,8.0,859.0,859.0,331.0,-111.0,-111.0,-556.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-556.0
