,Unnamed: 0,2007,2008,2011,2012,2014,2015,2016
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-15033940397.0,-3378058706.0,32712054786.0,-32028946513.0,-7180099993.0,215916984718.0,-10280644499.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,14391719097.0,17692617340.0,12553231038.0,16440722410.0,1355287159.0,0.0,16632974682.0
2,Lãi trước thuế,3002348272.0,2933912803.0,516532606.0,923801777.0,1144693561.0,0.0,12045246020.0
3,Khấu hao TSCĐ,3018383407.0,3380167682.0,1986928355.0,1830198350.0,2460667424.0,0.0,6915884619.0
5,Chi phí dự phòng,7156368335.0,8254232354.0,457548290.0,9267476741.0,-2710979921.0,0.0,710599178.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,3037646478.0,-853976423.0,0.0,0.0,25575393.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-418596598.0,-112500000.0,-627998744.0,-3137902077.0,-1398655938.0,0.0,-17838916291.0
9,Chi phí lãi vay,1633215681.0,3236804501.0,7182574053.0,8411124042.0,1859562033.0,0.0,14774585763.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-19849491006.0,-19928675620.0,-25811513661.0,-15603050572.0,-35911588061.0,0.0,1747099285.0
13,(Tăng)/giảm hàng tồn kho,-7030591321.0,-7402393232.0,52567144915.0,-33285890054.0,31851826205.0,0.0,-60296254685.0
14,Tăng/(giảm) các khoản phải trả,823689746.0,10116897537.0,108858093.0,1150269498.0,1723189811.0,0.0,42705142989.0
15,( Tăng)/giảm chi phí trả trước,-1360199920.0,319037895.0,138712871.0,34202122.0,270644889.0,0.0,1286424877.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-1518356110.0,-3616066339.0,-5793626347.0,-1000477267.0,-6687459996.0,0.0,-10047620163.0
18,Thuế thu nhập doanh nghiệp đã trả,-235000000.0,-63199051.0,-1008052123.0,0.0,0.0,0.0,-2600717984.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,1100000000.0,113899100.0,260000000.0,0.0,7551940900.0
20,Tiền chi khác từ các hoạt động kinh doanh,-255710883.0,-496277236.0,-1142700000.0,121378250.0,-42000000.0,0.0,-7259634400.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-1264892574.0,-9523096896.0,278998744.0,-2967614908.0,-1623243456.0,-21516867248.0,-27667023402.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-2656507084.0,-5635596896.0,0.0,-12700000.0,-9402514455.0,-21452465000.0,-36320821084.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,454545.0,0.0,2145654545.0,1160000000.0,7181818182.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,-3000000000.0,0.0,-5500000000.0,0.0,-1423000000.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,850000000.0,0.0,5000000000.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,-1887551.0,-1000000000.0,-1100000000.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,1000000000.0,0.0,0.0,0.0,0.0,0.0,1423000000.0
28,Cổ tức và tiền lãi nhận được,393502061.0,112500000.0,528544199.0,2545085092.0,633616454.0,198597752.0,48979500.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,21770780664.0,5520719258.0,-18573830748.0,46809600627.0,-922071805.0,-193959153379.0,21319630928.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,33823893031.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,-100000000.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,41637901823.0,50852808654.0,107080940672.0,117255532117.0,93935954916.0,5500000000.0,157761484118.0
33,Tiển trả các khoản đi vay,-52509271590.0,-41800087396.0,-124763865207.0,-70393339258.0,-94858026721.0,-198874386969.0,-136431404140.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-1181742600.0,-3432002000.0,-890906213.0,-52592232.0,0.0,-584766410.0,-10449050.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,5471947693.0,-7380436344.0,14417222782.0,11813039206.0,-9725415254.0,440964091.0,-16628036973.0
38,Tiền và tương đương tiền đầu kỳ,4455214268.0,9927161961.0,10797846721.0,25220074964.0,31713429740.0,21988014486.0,22428978577.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,5005461.0,-7458.0,0.0,0.0,287678.0
40,Tiền và tương đương tiền cuối kỳ,9927161961.0,2546725617.0,25220074964.0,37033106712.0,21988014486.0,22428978577.0,5801229282.0
