,CHỈ TIÊU,2006,2007,2008,2011,2012,2013,2014,2015,2016
0,TỔNG TÀI SẢN,182677369821.0,197967568807.0,216142943729.0,232667874730.0,288850988510.0,317687628887.0,325344952406.0,435329239766.0,527952954630.0
1,TÀI SẢN NGẮN HẠN,164750142494.0,178169877891.0,192952811562.0,216039970449.0,269243755763.0,292062591766.0,299370599457.0,399593613697.0,418980846776.0
2,Tiền và tương đương tiền,4455214268.0,9927161961.0,2546725617.0,25220074964.0,37033106712.0,31713429740.0,21988014486.0,22428978577.0,5801229282.0
3,Tiền,4455214268.0,9927161961.0,2546725617.0,8540602180.0,3905656446.0,7343117570.0,21988014486.0,22428978577.0,5801229282.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,16679472784.0,33127450266.0,24370312170.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,1887551.0,3001887551.0,1887551.0,501887551.0,501887551.0,501887551.0,1424887551.0,1887551.0
6,Đầu tư ngắn hạn,0.0,1887551.0,3001887551.0,1887551.0,501887551.0,501887551.0,501887551.0,1887551.0,1887551.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423000000.0,0.0
9,Các khoản phải thu,106360327187.0,108086649041.0,120441593317.0,137650612425.0,145151045817.0,127213237750.0,169443451386.0,271451072414.0,230901892222.0
10,Phải thu khách hàng,106360327187.0,58285741352.0,72421197053.0,49874454685.0,70938498432.0,51254071679.0,77823258018.0,147931085680.0,116509597990.0
11,Trả trước người bán,0.0,11470441377.0,20808403911.0,58620530001.0,41123977637.0,39958629375.0,55470141516.0,67340204570.0,56179268012.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000000.0
15,Phải thu khác,0.0,45574649570.0,42710407965.0,42811432085.0,56011850835.0,53982583037.0,51421118272.0,70950848584.0,73694691818.0
16,Dự phòng nợ khó đòi,0.0,-7244183258.0,-15498415612.0,-13655804346.0,-22923281087.0,-17982046341.0,-15271066420.0,-15271066420.0,-15981665598.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000000.0,0.0
18,"Hàng tồn kho, ròng",48881525454.0,55912116775.0,63314510007.0,49819122328.0,83105012382.0,128032480287.0,101008552045.0,103973935780.0,165732191378.0
19,Hàng tồn kho,48881525454.0,55912116775.0,63314510007.0,49819122328.0,83105012382.0,128032480287.0,101008552045.0,103973935780.0,165732191378.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,5053075585.0,4242062563.0,3648095070.0,3348273181.0,3452703301.0,4601556438.0,6428693989.0,314739375.0,16543646343.0
22,Trả trước ngắn hạn,0.0,468633147.0,164383231.0,13720605.0,56691667.0,58728747.0,0.0,0.0,0.0
23,Thuế VAT phải thu,0.0,124974004.0,70511850.0,75194600.0,0.0,0.0,13039204.0,314739375.0,16472230620.0
24,Phải thu thuế khác,0.0,13039204.0,13039204.0,13039204.0,13039204.0,13039204.0,0.0,0.0,71415723.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,5053075585.0,3635416208.0,3400160785.0,3246318772.0,3382972430.0,4529788487.0,6415654785.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,17927227327.0,19797690916.0,23190132167.0,16627904281.0,19607232747.0,25625037121.0,25974352949.0,35735626069.0,108972107854.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,12112000846.0,10901292337.0,13440766166.0,5282562834.0,3843654884.0,11059529705.0,8839782165.0,24019415687.0,65110484128.0
37,GTCL TSCĐ hữu hình,11450927850.0,10463317247.0,13401287864.0,5280687834.0,3843654884.0,11059529705.0,8839782165.0,24019415687.0,65110484128.0
38,Nguyên giá TSCĐ hữu hình,11450927850.0,24775120275.0,30293531507.0,22342667022.0,22355367022.0,30332910693.0,28476301912.0,41299149424.0,86595034955.0
39,Khấu hao lũy kế TSCĐ hữu hình,0.0,-14311803028.0,-16892243643.0,-17061979188.0,-18511712138.0,-19273380988.0,-19636519747.0,-17279733737.0,-21484550827.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,20362500.0,50721254.0,39478302.0,1875000.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,20362500.0,209768182.0,209768182.0,209768182.0,209768182.0,173108182.0,145800000.0,145800000.0,145800000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,-159046928.0,-170289880.0,-207893182.0,-209768182.0,-173108182.0,-145800000.0,-145800000.0,-145800000.0
46,Bất động sản đầu tư,4037373556.0,3753328935.0,3469284320.0,2333513120.0,1954922720.0,1576332320.0,9357311830.0,8870797990.0,8384284150.0
47,Nguyên giá tài sản đầu tư,4037373556.0,7385160000.0,7385160000.0,7385160000.0,7385160000.0,7385160000.0,15483929000.0,15483929000.0,15483929000.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,-3631831065.0,-3915875680.0,-5051646880.0,-5430237280.0,-5808827680.0,-6126617170.0,-6613131010.0,-7099644850.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33822476913.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25422476913.0
51,Xây dựng cơ bản dở dang,640710496.0,387253836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,1620200000.0,620200000.0,1620200000.0,7820200000.0,12820200000.0,11820200000.0,6820200000.0,1620200000.0,1620200000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,6200000000.0,6200000000.0,5200000000.0,5200000000.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,1620200000.0,620200000.0,1620200000.0,1620200000.0,6620200000.0,6620200000.0,1620200000.0,1620200000.0,1620200000.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
