,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,1992968365178.0,2023869199652.0,2149777511037.0,2213490525464.0,2347385493413.0,1806089113033.0,1551146942895.0,2043832499954.0
1,TÀI SẢN NGẮN HẠN,1060463880732.0,1169528960950.0,1281818357256.0,1370442725721.0,1481692914717.0,993872383168.0,763570708660.0,1203492606148.0
2,Tiền và tương đương tiền,508015455956.0,489855566371.0,547111043333.0,199874449059.0,164543550039.0,74065652452.0,157792346184.0,214308128373.0
3,Tiền,269015455956.0,117592677482.0,265111043333.0,140874449059.0,164543550039.0,74065652452.0,77792346184.0,172308128373.0
4,Các khoản tương đương tiền,239000000000.0,372262888889.0,282000000000.0,59000000000.0,0.0,0.0,80000000000.0,42000000000.0
5,Giá trị thuần đầu tư ngắn hạn,122851577500.0,72000000000.0,272000000000.0,597000000000.0,668644000000.0,432000000000.0,355000000000.0,435000000000.0
6,Đầu tư ngắn hạn,28851577500.0,28644000000.0,28644000000.0,28644000000.0,28644000000.0,28644000000.0,28644000000.0,28644000000.0
7,Dự phòng đầu tư ngắn hạn,0.0,-28644000000.0,-28644000000.0,-28644000000.0,0.0,-28644000000.0,-28644000000.0,-28644000000.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,94000000000.0,72000000000.0,272000000000.0,597000000000.0,640000000000.0,432000000000.0,355000000000.0,435000000000.0
9,Các khoản phải thu,168791738344.0,293708469618.0,134951544946.0,169448699381.0,159773157951.0,239900564737.0,122079293903.0,203694268700.0
10,Phải thu khách hàng,144383270908.0,99894251489.0,90782046607.0,91245825883.0,112747369983.0,79396365318.0,59461723123.0,162506311385.0
11,Trả trước người bán,10447170797.0,15412613498.0,8119283845.0,33190289809.0,19390366400.0,39879167438.0,35763173003.0,19294816836.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,64866634851.0,229865395268.0,97643116934.0,112921877586.0,96596487240.0,193018872954.0,94082136651.0,89840400348.0
16,Dự phòng nợ khó đòi,-50905338212.0,-51463790637.0,-61592902440.0,-67909293897.0,-68961065672.0,-72393840973.0,-67227738874.0,-67947259869.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",253408780078.0,293609648447.0,285872390172.0,340342824746.0,387692515341.0,144546599137.0,29124937679.0,252312612357.0
19,Hàng tồn kho,253408780078.0,293609648447.0,285872390172.0,340342824746.0,387692515341.0,144546599137.0,29124937679.0,252312612357.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,7396328854.0,20355276514.0,41883378805.0,63776752535.0,101039691386.0,103359566842.0,99574130894.0,98177596718.0
22,Trả trước ngắn hạn,3264033296.0,6071671432.0,7416693084.0,5435964988.0,13171816843.0,3278358668.0,2129786308.0,3218307413.0
23,Thuế VAT phải thu,451285217.0,13063709567.0,32515648003.0,56472053584.0,87110275324.0,86305783085.0,87632465419.0,94936770563.0
24,Phải thu thuế khác,3681010341.0,1219895515.0,1951037718.0,1868733963.0,757599219.0,13775425089.0,9811879167.0,22518742.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,932504484446.0,854340238702.0,867959153781.0,843047799743.0,865692578696.0,812216729865.0,787576234235.0,840339893806.0
28,Phải thu dài hạn,205611410929.0,252588230217.0,254938754237.0,254229013386.0,239365104506.0,237345979770.0,237129816746.0,237129816746.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,433127353441.0,474221101176.0,505903337393.0,499124645951.0,478721541746.0,496911836591.0,472615323012.0,467241002387.0
35,Dự phòng phải thu dài hạn,-227515942512.0,-221632870959.0,-250964583156.0,-244895632565.0,-239356437240.0,-259565856821.0,-235485506266.0,-230111185641.0
36,Tài sản cố định,222725670830.0,231747358723.0,233142906635.0,203860934601.0,229709073166.0,194991577971.0,169500640173.0,194142672049.0
37,GTCL TSCĐ hữu hình,186993653892.0,201717188726.0,175984586419.0,177122394352.0,198284550376.0,160182289377.0,137879762320.0,171523801541.0
38,Nguyên giá TSCĐ hữu hình,472207489424.0,499871863823.0,512824797339.0,519347271161.0,553781484665.0,495852021479.0,506660802365.0,581724606296.0
39,Khấu hao lũy kế TSCĐ hữu hình,-285213835532.0,-298154675097.0,-336840210920.0,-342224876809.0,-355496934289.0,-335669732102.0,-368781040045.0,-410200804755.0
40,GTCL Tài sản thuê tài chính,0.0,4065636360.0,30276026938.0,0.0,5202644175.0,9443628226.0,7904941526.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,4065636360.0,33978716730.0,0.0,5308524000.0,10768723579.0,10768723579.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,-3702689792.0,0.0,-105879825.0,-1325095353.0,-2863782053.0,0.0
43,GTCL tài sản cố định vô hình,35732016938.0,25964533637.0,26882293278.0,26738540249.0,26221878615.0,25365660368.0,23715936327.0,22618870508.0
44,Nguyên giá TSCĐ vô hình,42544298799.0,33096409799.0,34891716584.0,36001415084.0,35354230418.0,36015175418.0,36015175418.0,36150175418.0
45,Khấu hao lũy kế TSCĐ vô hình,-6812281861.0,-7131876162.0,-8009423306.0,-9262874835.0,-9132351803.0,-10649515050.0,-12299239091.0,-13531304910.0
46,Bất động sản đầu tư,32243749055.0,32243749055.0,32243749055.0,32243749055.0,32243749055.0,32243749055.0,32243749055.0,32243749055.0
47,Nguyên giá tài sản đầu tư,37252913794.0,37252913794.0,37252913794.0,37252913794.0,37252913794.0,37252913794.0,37252913794.0,37252913794.0
48,Khấu hao lũy kế tài sản đầu tư,-5009164739.0,-5009164739.0,-5009164739.0,-5009164739.0,-5009164739.0,-5009164739.0,-5009164739.0,-5009164739.0
49,Tài sản dở dang dài hạn,34947269133.0,37627863204.0,47611362625.0,54724736168.0,58130201560.0,66285348627.0,88968065999.0,93365063862.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,400415928769.0,254159762605.0,272848120431.0,272533067928.0,272533067928.0,258685515269.0,242928815998.0,266561118574.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,290077281987.0,178277281987.0,178277281987.0,178277281987.0,178277281987.0,178277281987.0,178277281987.0,178277281987.0
55,Đầu tư dài hạn khác,125238936500.0,100045701500.0,110046251500.0,110046251500.0,110046251500.0,107246251500.0,107246251500.0,117246251500.0
56,Dự phòng giảm giá đầu tư dài hạn,-14900289718.0,-24163220882.0,-15475413056.0,-15790465559.0,-15790465559.0,-26838018218.0,-42594717489.0,-28962414913.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,36560455730.0,45973274898.0,27174260798.0,25456298605.0,33711382481.0,22664559173.0,16805146264.0,16897473520.0
59,Trả trước dài hạn,35656394107.0,34465029409.0,19996443107.0,18823436982.0,32709324533.0,20621299288.0,14761886379.0,15007411897.0
60,Thuế thu nhập hoãn lại phải thu,904061623.0,11508245489.0,7177817691.0,6632861623.0,1002057948.0,2043259885.0,2043259885.0,1890061623.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,666315130728.0,565676922922.0,607358227566.0,674693337473.0,760709054196.0,294354254515.0,130225593753.0,518323031206.0
65,Nợ ngắn hạn,666215130728.0,562722398922.0,590034854267.0,673937673473.0,755567413001.0,291620268313.0,129873447753.0,517563911206.0
66,Phải trả người bán,301809862962.0,315465446485.0,383228683377.0,443186158371.0,496141081112.0,158398260812.0,35502936959.0,381830110171.0
67,Người mua trả tiền trước,1137201346.0,944693786.0,3942877725.0,2413009695.0,3623658353.0,3232650581.0,4616107046.0,4053872656.0
68,Thuế và các khoản phải trả Nhà nước,51909692765.0,4343466713.0,25207978361.0,8639853485.0,22388145570.0,32086405.0,47805374.0,7404682523.0
69,Phải trả người lao động,58341567834.0,57026159458.0,57688780627.0,79901824737.0,63023459476.0,58408592337.0,30588053337.0,51200258235.0
70,Chi phí phải trả,217922082.0,24640927320.0,295647306.0,31004273.0,12542284738.0,114836746.0,27699612.0,175993068.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,3563725787.0,3963506868.0,2628485379.0,2204792724.0,4370530281.0,3002754724.0,1159154925.0,1519819853.0
74,Phải trả khác,62832586656.0,11839818354.0,12426074490.0,20143789429.0,16853692620.0,10991856785.0,10780803796.0,10173678975.0
