,CHỈ TIÊU,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,35491082069.0,35593269894.0,34784673175.0,34696909198.0,32958691264.0,35228603511.0
1,TÀI SẢN NGẮN HẠN,18221093248.0,19673875386.0,20504126669.0,21768813205.0,20186742314.0,23642576265.0
2,Tiền và tương đương tiền,12854884112.0,7195342089.0,7587321011.0,11777618723.0,11913935767.0,9341027499.0
3,Tiền,12854884112.0,7195342089.0,7587321011.0,11777618723.0,11913935767.0,5341027499.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,4000000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,4781029826.0,11670858133.0,12120990798.0,9758532760.0,8066559892.0,13286910046.0
10,Phải thu khách hàng,2068528288.0,4840532910.0,5181308481.0,5051899256.0,4608428820.0,5420143250.0
11,Trả trước người bán,0.0,0.0,0.0,0.0,0.0,20000000.0
12,Phải thu nội bộ,0.0,609998637.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,7121655886.0
15,Phải thu khác,2712501538.0,6220326586.0,6939682317.0,4706633504.0,3458131072.0,725110910.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",164127599.0,111632400.0,253920500.0,144844540.0,85902620.0,399004389.0
19,Hàng tồn kho,164127599.0,111632400.0,253920500.0,144844540.0,85902620.0,399004389.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,421051711.0,696042764.0,541894360.0,87817182.0,120344035.0,615634331.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,0.0,17180000.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0
