,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,4514224155.0,-4784259558.0,64612813195.0,4562733918.0,-30323421737.0,9999915492.0,6643515408.0,21994509790.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-3266434353.0,-16234556004.0,-5506209182.0,-2238378837.0,-2475393268.0,-731386735.0,-4981354708.0,-137213621.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-4599451648.0,-17658423704.0,-6164322165.0,-4582662661.0,-3671654501.0,-1577113636.0,-5072287294.0,-172000000.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,181445456.0,61401818.0,29530000.0,273173818.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,1333017295.0,1423867700.0,476667527.0,2282882006.0,1166731233.0,572553083.0,90932586.0,34786379.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-5997046800.0,-5533765120.0,-2755097600.0,-5671576880.0,-4849485480.0,-4970000000.0,-4260000000.0,-6390000000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-5997046800.0,-5533765120.0,-2755097600.0,-5671576880.0,-4849485480.0,-4970000000.0,-4260000000.0,-6390000000.0
37,Lưu chuyển tiền thuần trong kỳ,-4749256998.0,-26552580682.0,56351506413.0,-3347221799.0,-37648300485.0,4298528757.0,-2597839300.0,15467296169.0
38,Tiền và tương đương tiền đầu kỳ,54426730610.0,49689374291.0,23136950180.0,79488428758.0,76141540976.0,38495035140.0,42791671827.0,40193536782.0
39,Ảnh hưởng của chênh lệch tỷ giá,11900679.0,156571.0,-27835.0,334017.0,1794649.0,-1892070.0,-295745.0,539299.0
40,Tiền và tương đương tiền cuối kỳ,49689374291.0,23136950180.0,79488428758.0,76141540976.0,38495035140.0,42791671827.0,40193536782.0,55661372250.0
