,CHỈ TIÊU,2012,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,418386769344.0,359979659719.0,328046940210.0,309685847694.0,288046057974.0,276312105288.0,364571823683.0,264969190990.0,333124109798.0
1,TÀI SẢN NGẮN HẠN,19008870869.0,24246005929.0,15608565037.0,15632926508.0,16739304297.0,27304263619.0,132753244487.0,42248098581.0,81243738297.0
2,Tiền và tương đương tiền,849620700.0,1688878156.0,2607648137.0,2731247178.0,3025796395.0,12057777241.0,83434398136.0,12821105592.0,7059182967.0
3,Tiền,849620700.0,1688878156.0,2607648137.0,2731247178.0,3025796395.0,12057777241.0,83434398136.0,12821105592.0,7059182967.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,332577778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,332577778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,17466906628.0,22557127773.0,13000916900.0,12901679330.0,13713507902.0,15246486378.0,49318846351.0,29426992989.0,71000804800.0
10,Phải thu khách hàng,11484199460.0,18658771281.0,9779802807.0,8948477607.0,9254545028.0,9049501500.0,13673592810.0,9567459240.0,8106565745.0
11,Trả trước người bán,5640397684.0,3055929111.0,1968265392.0,1565224895.0,1646045892.0,1421758495.0,9568358495.0,8645158495.0,41691186630.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15318742580.0
15,Phải thu khác,454661484.0,954779381.0,1278200701.0,2413328828.0,2838268982.0,4800578383.0,26102247046.0,11239727254.0,5909661845.0
16,Dự phòng nợ khó đòi,-112352000.0,-112352000.0,-25352000.0,-25352000.0,-25352000.0,-25352000.0,-25352000.0,-25352000.0,-25352000.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,359765763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183750530.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18494066.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165256464.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,359765763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,399377898475.0,335733653790.0,312438375173.0,294052921186.0,271306753677.0,249007841669.0,231818579196.0,222721092409.0,251880371501.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,390138657566.0,329891884580.0,309830793649.0,293352921186.0,271306753677.0,249007841669.0,226884538288.0,215534009012.0,204183479736.0
37,GTCL TSCĐ hữu hình,390138657566.0,329891884580.0,309830793649.0,293352921186.0,271306753677.0,249007841669.0,226884538288.0,215534009012.0,204183479736.0
38,Nguyên giá TSCĐ hữu hình,437903186821.0,442741928479.0,444642571547.0,450308650445.0,450106451778.0,450106451778.0,450106451778.0,450106451778.0,450106451778.0
39,Khấu hao lũy kế TSCĐ hữu hình,-47764529255.0,-112850043899.0,-134811777898.0,-156955729259.0,-178799698101.0,-201098610109.0,-223221913490.0,-234572442766.0,-245922972042.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,4934040908.0,7187083397.0,46369731972.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
