,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,68707700123.0,53899237079.0,67324360241.0,53617252004.0,57853266660.0,55645271145.0,51652049867.0,67443392712.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,68707700123.0,53899237079.0,67324360241.0,53617252004.0,57853266660.0,55645271145.0,51652049867.0,67443392712.0
3,Giá vốn hàng bán,-35731233015.0,-29476423771.0,-30642405573.0,-27553302023.0,-27107453264.0,-27048009819.0,-16274608514.0,-18791345716.0
4,Lãi gộp,32976467108.0,24422813308.0,36681954668.0,26063949981.0,30745813396.0,28597261326.0,35377441353.0,48652046996.0
5,Thu nhập tài chính,11936906.0,17766807.0,12505907.0,15471840.0,13615493.0,580961612.0,80462341.0,901901711.0
6,Chi phí tài chính,-23372041807.0,-20136810476.0,-18225695941.0,-14587870919.0,-19304031777.0,-11431188487.0,-6568905708.0,-9854362863.0
7,Trong đó: Chi phí lãi vay,-23372041807.0,-20136348231.0,-18225695941.0,-14587870919.0,-12295949554.0,-11431188487.0,-6568905708.0,-9854362863.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-3557923535.0,-3752949557.0,-4022479033.0,-3480856022.0,-1910263777.0,-1791666086.0,-1976814557.0,-3393068826.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,6058438672.0,550820082.0,14446285601.0,8010694880.0,9545133335.0,15955368365.0,26912183429.0,36306517018.0
12,Thu nhập khác,43738824.0,21340212.0,82353549.0,7240728.0,44381000.0,0.0,45665296.0,33305532.0
13,Chi phí khác,-179567092.0,-274662780.0,-205772394.0,-153308033.0,-35535961.0,-61022485.0,-121699048.0,-172679711.0
14,"Thu nhập khác, ròng",-135828268.0,-253322568.0,-123418845.0,-146067305.0,8845039.0,-61022485.0,-76033752.0,-139374179.0
16,Lãi/(lỗ) ròng trước thuế,5922610404.0,297497514.0,14322866756.0,7864627575.0,9553978374.0,15894345880.0,26836149677.0,36167142839.0
17,Thuế thu nhập doanh nghiệp – hiện thời,0.0,0.0,0.0,0.0,0.0,-556302106.0,-939265239.0,-1816991127.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,0.0,0.0,0.0,0.0,0.0,-556302106.0,-939265239.0,-1816991127.0
20,Lãi/(lỗ) thuần sau thuế,5922610404.0,297497514.0,14322866756.0,7864627575.0,9553978374.0,15338043774.0,25896884438.0,34350151712.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,5922610404.0,297497514.0,14322866756.0,7864627575.0,9553978374.0,15338043774.0,25896884438.0,34350151712.0
23,Lãi cơ bản trên cổ phiếu,400.0,20.0,966.0,531.0,645.0,1035.0,1747.0,2318.0
24,Lãi trên cổ phiếu pha loãng,400.0,0.0,966.0,531.0,645.0,1035.0,1747.0,2318.0
