,CHỈ TIÊU,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,98510830309.0,117602000079.0,247450575937.0,441667370007.0,329369707857.0,214642678379.0,196504474109.0,210140302613.0,261572322781.0,301916544325.0
1,Các khoản giảm trừ,-44654948.0,-7648655.0,0.0,-947012791.0,-115194455.0,-88777211.0,-386303748.0,-2246819419.0,-247326929.0,0.0
2,Doanh số thuần,98466175361.0,117594351424.0,247450575937.0,440720357216.0,329254513402.0,214553901168.0,196118170361.0,207893483194.0,261324995852.0,301916544325.0
3,Giá vốn hàng bán,-90188575497.0,-106969210829.0,-232174456148.0,-429990117566.0,-312929808867.0,-197959719429.0,-175628713705.0,-184228422835.0,-241458647437.0,-277522800588.0
4,Lãi gộp,8277599864.0,10625140595.0,15276119789.0,10730239650.0,16324704535.0,16594181739.0,20489456656.0,23665060359.0,19866348415.0,24393743737.0
5,Thu nhập tài chính,3120033545.0,1936437633.0,1533260506.0,587931344.0,311898281.0,298502442.0,322528833.0,473435616.0,956172268.0,1108835377.0
6,Chi phí tài chính,0.0,0.0,-32492530.0,-47163191.0,-22646581.0,-22019931.0,-28488733.0,-32651522.0,-36896034.0,-50932378.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-57625000.0,-60740000.0,-63505000.0,-77670000.0,-241040000.0,-223300000.0,-245000000.0,-1623292501.0,-2248535000.0,-1713674600.0
10,Chi phí quản lý doanh  nghiệp,-6907108673.0,-7113615541.0,-8128817835.0,-8224121127.0,-10199189515.0,-11324268974.0,-12208544635.0,-12492864105.0,-11960382188.0,-13209102711.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,4432899736.0,5387222687.0,8584564930.0,2969216676.0,6173726720.0,5323095276.0,8329952121.0,9989687847.0,6576707461.0,10528869425.0
12,Thu nhập khác,391394922.0,809770306.0,660639683.0,395480683.0,215947096.0,1795035387.0,407852117.0,385147788.0,354331071.0,464161681.0
13,Chi phí khác,-254800336.0,-486460234.0,-474839830.0,-283547393.0,-27530040.0,-446253029.0,-89998634.0,-82161332.0,-25536891.0,-87558280.0
14,"Thu nhập khác, ròng",136594586.0,323310072.0,185799853.0,111933290.0,188417056.0,1348782358.0,317853483.0,302986456.0,328794180.0,376603401.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,4569494322.0,5710532759.0,8770364783.0,3081149966.0,6362143776.0,6671877634.0,8647805604.0,10292674303.0,6905501641.0,10905472826.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-1180273581.0,-1501963163.0,-2000210252.0,-682229993.0,-1324428755.0,-1492054074.0,-1841812473.0,-2284316700.0,-1578865119.0,-2415568044.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-1180273581.0,-1501963163.0,-2000210252.0,-682229993.0,-1324428755.0,-1492054074.0,-1841812473.0,-2284316700.0,-1578865119.0,-2415568044.0
20,Lãi/(lỗ) thuần sau thuế,3389220741.0,4208569596.0,6770154531.0,2398919973.0,5037715021.0,5179823560.0,6805993131.0,8008357603.0,5326636522.0,8489904782.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,3389220741.0,4208569596.0,6770154531.0,2398919973.0,5037715021.0,5179823560.0,6805993131.0,8008357603.0,5326636522.0,8489904782.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,743.0,480.0,1008.0,1036.0,1361.0,0.0,1065.0,1698.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,0.0,0.0
