,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,2354317558.0,21341706119.0,19169859664.0,-39600906095.0,55560009408.0,-120241784228.0,-74287419481.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,23667894280.0,24424507117.0,27831088823.0,23544919443.0,23591213770.0,29075766946.0,25654072110.0
2,Lãi trước thuế,23968148754.0,23788517227.0,25674656998.0,22147996110.0,21679844207.0,24511404229.0,11904073857.0
3,Khấu hao TSCĐ,908147666.0,980966687.0,1235968130.0,1376425346.0,1738079574.0,1772427220.0,2796328540.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,579793773.0,-212017489.0,468163547.0,-135078850.0,473897846.0,586556115.0,4437766746.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-1880755398.0,-233240571.0,-630119932.0,-1057107630.0,-2180939055.0,-922293234.0,-3663377410.0
9,Chi phí lãi vay,92559485.0,100281263.0,1082420080.0,1212684467.0,1880331198.0,3127672616.0,10179280377.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-1742198811.0,-6965397849.0,-6706176967.0,-39137053331.0,28702020799.0,-118193837328.0,-80289035923.0
13,(Tăng)/giảm hàng tồn kho,-14555824244.0,17919078770.0,4779197822.0,-17414818886.0,8828414099.0,-26543944109.0,-16491544040.0
14,Tăng/(giảm) các khoản phải trả,2643544367.0,-3724279072.0,1148770372.0,-118874122.0,1959188249.0,4474411070.0,13690625874.0
15,( Tăng)/giảm chi phí trả trước,-1128377691.0,-740408972.0,677327306.0,-567377591.0,-247581178.0,440592489.0,563215728.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-80237346.0,-105272673.0,-1089750809.0,-1046994963.0,-2046020702.0,-3005440670.0,-9944494118.0
18,Thuế thu nhập doanh nghiệp đã trả,-5663839672.0,-4060265093.0,-4647750459.0,-3817033915.0,-5194625629.0,-5819332626.0,-6508259112.0
19,Tiền thu khác từ các hoạt động kinh doanh,6671365191.0,2016989925.0,25350000.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-7458008516.0,-7423246034.0,-2848196424.0,-1043672730.0,-32600000.0,-670000000.0,-962000000.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,1030487527.0,-5963065925.0,3007607932.0,-40671009137.0,14953108510.0,-5223350289.0,-114164029272.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-1435816553.0,-10286671956.0,-257300000.0,-3263000000.0,-2661830545.0,-5051068181.0,-2227416818.0
23,Tiền thu được từ thanh lý tài sản cố định,1090909091.0,1232000000.0,454545.0,0.0,9090909.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,-78530000000.0,-157918000000.0,-162565000000.0,-127500000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,40000000000.0,173352000000.0,161661000000.0,24000000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,-10000000000.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,3000000000.0,3000000000.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,1375394989.0,91606031.0,264453387.0,1121990863.0,2171848146.0,731717892.0,1563387546.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-4145100000.0,-8708010000.0,-24021990000.0,91669669000.0,-28569699000.0,84145530000.0,195928353900.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,42161000000.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,-565000000.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,119625600000.0,168602290000.0,798019202400.0,428271947000.0,387447196000.0,912886402000.0,1206611396150.0
33,Tiển trả các khoản đi vay,-109212100000.0,-173150700000.0,-795003792400.0,-378198278000.0,-416016895000.0,-828740872000.0,-1010683042250.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-14558600000.0,-4159600000.0,-27037400000.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-760294915.0,6670630194.0,-1844522404.0,11397753768.0,41943418918.0,-41319604517.0,7476905147.0
38,Tiền và tương đương tiền đầu kỳ,8299239069.0,7538944154.0,14209574348.0,12365051944.0,23762805712.0,65706224630.0,24386620113.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,7538944154.0,14209574348.0,12365051944.0,23762805712.0,65706224630.0,24386620113.0,31863525260.0
