,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,707075961738.0,864809429717.0,1024089408008.0,1124355233959.0,1031815235041.0,2658744276682.0,3171994656000.0
1,Các khoản giảm trừ,-193053830.0,-162223223.0,-237279260.0,-108002392.0,-10331640.0,-18765411.0,-68187108.0
2,Doanh số thuần,706882907908.0,864647206494.0,1023852128748.0,1124247231567.0,1031804903401.0,2658725511271.0,3171926468892.0
3,Giá vốn hàng bán,-649180920605.0,-806770505004.0,-965610664548.0,-1073512312959.0,-977769245399.0,-2588964160969.0,-3097634987468.0
4,Lãi gộp,57701987303.0,57876701490.0,58241464200.0,50734918608.0,54035658002.0,69761350302.0,74291481424.0
5,Thu nhập tài chính,1375394989.0,91606031.0,629665387.0,1057107630.0,2171848146.0,922293234.0,3663377410.0
6,Chi phí tài chính,-92559485.0,-100281263.0,-1082420080.0,-1212684467.0,-1880331198.0,-3127672616.0,-10179280377.0
7,Trong đó: Chi phí lãi vay,-92559485.0,-100281263.0,-1082420080.0,-1212684467.0,-1880331198.0,-3127672616.0,-10179280377.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-23465960012.0,-23894203744.0,-21934179710.0,-16380583106.0,-20425335786.0,-27238887366.0,-30062526645.0
10,Chi phí quản lý doanh  nghiệp,-11960626011.0,-10200416379.0,-9973421449.0,-10705722168.0,-12169386660.0,-15358134955.0,-25589602574.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,23558236784.0,23773406135.0,25881108348.0,23493036497.0,21732452504.0,24958948599.0,12123449238.0
12,Thu nhập khác,1230624610.0,1918512084.0,329863159.0,415189098.0,678419540.0,311825090.0,817572241.0
13,Chi phí khác,-820712640.0,-1903400992.0,-536314509.0,-1760229485.0,-731027837.0,-759369460.0,-1036947622.0
14,"Thu nhập khác, ròng",409911970.0,15111092.0,-206451350.0,-1345040387.0,-52608297.0,-447544370.0,-219375381.0
16,Lãi/(lỗ) ròng trước thuế,23968148754.0,23788517227.0,25674656998.0,22147996110.0,21679844207.0,24511404229.0,11904073857.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-4659229889.0,-4812692106.0,-5060620056.0,-4610537839.0,-4549801689.0,-5191233223.0,-2642106158.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,81818182.0,-81818182.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-4659229889.0,-4812692106.0,-5060620056.0,-4610537839.0,-4467983507.0,-5273051405.0,-2642106158.0
20,Lãi/(lỗ) thuần sau thuế,19308918865.0,18975825121.0,20614036942.0,17537458271.0,17211860700.0,19238352824.0,9261967699.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,19308918865.0,18975825121.0,20614036942.0,17537458271.0,17211860700.0,19238352824.0,9261967699.0
23,Lãi cơ bản trên cổ phiếu,82049.0,6937.0,9912.0,5764.0,4138.0,4625.0,2227.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
