,Unnamed: 0,2008,2009,2010,2013,2016,2017,2018,2019,2020
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-206760106000.0,-312479713554.0,-406903265334.0,496538391628.0,8230277870.0,18728240761.0,2880125222.0,3229234431.0,-382075781.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,176232476000.0,102101034576.0,172138443650.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Lãi trước thuế,-17928961000.0,94604794210.0,23773106448.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Khấu hao TSCĐ,24660644000.0,25780601915.0,26795994301.0,0.0,0.0,6772522828.0,0.0,0.0,0.0
5,Chi phí dự phòng,87081397000.0,-85504417331.0,4236866052.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,5844319000.0,179763453.0,445153025.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,-2746503000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,4610317914.0,-1576804490.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí lãi vay,79321580000.0,62429974415.0,118464128314.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-154404473000.0,-192330417793.0,-302649393109.0,0.0,0.0,0.0,0.0,0.0,0.0
13,(Tăng)/giảm hàng tồn kho,-163671180000.0,-189607218335.0,-263764958818.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Tăng/(giảm) các khoản phải trả,28603736000.0,62242300617.0,108256663074.0,0.0,0.0,0.0,0.0,0.0,0.0
15,( Tăng)/giảm chi phí trả trước,-530482000.0,-15452806307.0,11451916161.0,0.0,0.0,0.0,0.0,0.0,0.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
