,CHỈ TIÊU,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,419506840043.0,439489339979.0,410148225488.0,405289240261.0,384398685951.0,387978214613.0,394474182214.0,402584297065.0,416968739070.0,431956355727.0
1,TÀI SẢN NGẮN HẠN,41627683143.0,49789710852.0,61819637158.0,71176683792.0,67725008842.0,46894915748.0,45651117473.0,55441303530.0,67823528237.0,79154958591.0
2,Tiền và tương đương tiền,11504605446.0,15486011487.0,8754890028.0,35639455130.0,35546635895.0,11558514578.0,11077480914.0,23703735303.0,37427036158.0,49531808172.0
3,Tiền,1097195801.0,3412547535.0,1226514364.0,5434579491.0,2338788783.0,5058514578.0,10077480914.0,17103735303.0,9927036158.0,9531808172.0
4,Các khoản tương đương tiền,10407409645.0,12073463952.0,7528375664.0,30204875639.0,33207847112.0,6500000000.0,1000000000.0,6600000000.0,27500000000.0,40000000000.0
5,Giá trị thuần đầu tư ngắn hạn,2531904105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,2531904105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,8908207960.0,12074723399.0,33067546056.0,17635505456.0,17122001268.0,16981908179.0,18895171274.0,15680598562.0,15282876701.0,14054536570.0
10,Phải thu khách hàng,7926872627.0,10489985172.0,29944062635.0,14307415687.0,15226308560.0,14646087198.0,15986167867.0,13347169851.0,11796587412.0,12601524698.0
11,Trả trước người bán,734544136.0,258555000.0,576978000.0,504432200.0,282226000.0,304000000.0,1198996000.0,344900000.0,1869300209.0,331672430.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,246791197.0,1326183227.0,2658220768.0,2904647958.0,1746176252.0,2191123627.0,1945007172.0,2279323352.0,1936266698.0,1796987477.0
16,Dự phòng nợ khó đòi,0.0,0.0,-111715347.0,-80990389.0,-132709544.0,-159302646.0,-234999765.0,-290794641.0,-319277618.0,-675648035.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
