,CHỈ TIÊU,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,6935516264.0,14643950728.0,1794526443929.0,1751296577315.0,1698484539028.0
1,TÀI SẢN NGẮN HẠN,434880511.0,7643950728.0,360195110015.0,389353702461.0,373707244804.0
2,Tiền và tương đương tiền,433904585.0,244652902.0,2749705778.0,48793395385.0,29440039096.0
3,Tiền,433904585.0,244652902.0,2749705778.0,48793395385.0,29440039096.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,0.0,7399200000.0,182915555030.0,197129973805.0,271695853164.0
10,Phải thu khách hàng,0.0,0.0,16406620428.0,36628311391.0,165792332640.0
11,Trả trước người bán,0.0,119200000.0,155360044701.0,151195689503.0,88335201054.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,6500000000.0,6500000000.0,6500000000.0,6500000000.0
15,Phải thu khác,0.0,780000000.0,4648889901.0,2805972911.0,11068319470.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",878100.0,0.0,172432923468.0,143186176072.0,71928326190.0
19,Hàng tồn kho,878100.0,0.0,172432923468.0,143186176072.0,71928326190.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,97826.0,97826.0,2096925739.0,244157199.0,643026354.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,1014000.0,211803342.0
23,Thuế VAT phải thu,97826.0,97826.0,1701572249.0,243143199.0,336510732.0
24,Phải thu thuế khác,0.0,0.0,395353490.0,0.0,94712280.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,6500635753.0,7000000000.0,1434331333914.0,1361942874854.0,1324777294224.0
28,Phải thu dài hạn,6500000000.0,0.0,158874474565.0,158568755156.0,158368755156.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,6500000000.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,158874474565.0,158568755156.0,158368755156.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,0.0,0.0,917831039197.0,1195605557251.0,1158887113328.0
37,GTCL TSCĐ hữu hình,0.0,0.0,875308700540.0,1195179173455.0,1158493528287.0
38,Nguyên giá TSCĐ hữu hình,0.0,0.0,953042239672.0,1291080396834.0,1303618922534.0
39,Khấu hao lũy kế TSCĐ hữu hình,0.0,0.0,-77733539132.0,-95901223379.0,-145125394247.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,2286737851.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,4584108182.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,-2297370331.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,40235600806.0,426383796.0,393585041.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,40531959500.0,738459500.0,738459500.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,-296358694.0,-312075704.0,-344874459.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,357625820152.0,191972077.0,191972077.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,7000000000.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,7000000000.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,635753.0,0.0,0.0,7576590370.0,7329453663.0
59,Trả trước dài hạn,635753.0,0.0,0.0,7576590370.0,7329453663.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0
