,CHỈ TIÊU,2018,2019,2020,2021,2022
0,Doanh số,222727273.0,0.0,96066282444.0,210591634994.0,499980599531.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,222727273.0,0.0,96066282444.0,210591634994.0,499980599531.0
3,Giá vốn hàng bán,0.0,0.0,-56817961507.0,-121000785464.0,-371895888972.0
4,Lãi gộp,222727273.0,0.0,39248320937.0,89590849530.0,128084710559.0
5,Thu nhập tài chính,0.0,780814000.0,878935971.0,874264687.0,1142826019.0
6,Chi phí tài chính,0.0,0.0,-9688930932.0,-52934300851.0,-58976339288.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,-9688930932.0,-54110300851.0,-58976339288.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-38179548.0,-36965991.0,-11526025554.0,-12940181286.0,-9699366661.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,184547725.0,743848009.0,18912300422.0,24590632080.0,60551830629.0
12,Thu nhập khác,0.0,0.0,262852500.0,41492756417.0,0.0
13,Chi phí khác,0.0,-4000.0,-704278571.0,-9358860625.0,-268401517.0
14,"Thu nhập khác, ròng",0.0,-4000.0,-441426071.0,32133895792.0,-268401517.0
16,Lãi/(lỗ) ròng trước thuế,184547725.0,743844009.0,18470874351.0,56724527872.0,60283429112.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-36909545.0,-148769602.0,-2836916905.0,-10172955869.0,-11316311984.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,-162053147.0
19,Chi phí thuế thu nhập doanh nghiệp,-36909545.0,-148769602.0,-2836916905.0,-10172955869.0,-11478365131.0
20,Lãi/(lỗ) thuần sau thuế,147638180.0,595074407.0,15633957446.0,46551572003.0,48805063981.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,1700025866.0,4448317221.0,4922505259.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,147638180.0,595074407.0,13933931580.0,42103254782.0,43882558722.0
23,Lãi cơ bản trên cổ phiếu,218.0,861.0,177.0,830.0,0.0
24,Lãi trên cổ phiếu pha loãng,218.0,16.0,177.0,830.0,0.0
