,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,613320000624.0,738382737812.0,1031760490254.0,1074220688839.0,1102642483439.0,1215481797075.0,1298311801121.0,1484784654134.0,1667636930519.0
1,TÀI SẢN NGẮN HẠN,219425837023.0,256596603255.0,595381013362.0,598605240363.0,655011121708.0,626479596975.0,652396309512.0,581095443977.0,535856888615.0
2,Tiền và tương đương tiền,144680298092.0,193073224040.0,485094424802.0,289593720288.0,56700700837.0,11935899789.0,14780871526.0,29030108717.0,51533756275.0
3,Tiền,51880996202.0,46294201868.0,38103261932.0,20894574654.0,15262516093.0,11935899789.0,14780871526.0,18986478580.0,41533756275.0
4,Các khoản tương đương tiền,92799301890.0,146779022172.0,446991162870.0,268699145634.0,41438184744.0,0.0,0.0,10043630137.0,10000000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,52296264371.0,259066623874.0,502416622590.0,543727662898.0,471329066135.0,370910239433.0,339908781560.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,52296264371.0,259066623874.0,502416622590.0,543727662898.0,471329066135.0,370910239433.0,339908781560.0
9,Các khoản phải thu,48725143263.0,32474719932.0,25641590354.0,28755619161.0,54141547571.0,26250873394.0,54133137257.0,46091008849.0,27433591059.0
10,Phải thu khách hàng,33434118934.0,24500740448.0,18228779878.0,17829090728.0,16407067141.0,12895038177.0,16213942961.0,22061668337.0,14309636924.0
11,Trả trước người bán,2870323945.0,2180973328.0,2528926103.0,7332593774.0,30669688560.0,1966001335.0,24394889597.0,5161838114.0,3043291010.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,13850890565.0,5793006156.0,5852705856.0,8495736170.0,13814046524.0,17233040732.0,20651975464.0,26783713669.0,18012820463.0
16,Dự phòng nợ khó đòi,-1430190181.0,0.0,-968821483.0,-4901801511.0,-6749254654.0,-5843206850.0,-7127670765.0,-7916211271.0,-7932157338.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",25106913247.0,29887916135.0,31901811159.0,21006806616.0,37582838960.0,26640162388.0,91732746159.0,42781332653.0,36906822729.0
19,Hàng tồn kho,25106913247.0,29887916135.0,31901811159.0,21006806616.0,37582838960.0,26640162388.0,91732746159.0,42781332653.0,36906822729.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,913482421.0,1160743148.0,446922676.0,182470424.0,4169411750.0,17924998506.0,20420488435.0,92282754325.0,80073936992.0
22,Trả trước ngắn hạn,201300694.0,146861141.0,446922676.0,182470424.0,11191064.0,0.0,154320980.0,637838139.0,208502648.0
23,Thuế VAT phải thu,313297562.0,847669124.0,0.0,0.0,4158220686.0,16555604371.0,20266167455.0,31720907392.0,42286673690.0
24,Phải thu thuế khác,398884165.0,166212883.0,0.0,0.0,0.0,1369394135.0,0.0,59924008794.0,37578760654.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,393894163601.0,481786134557.0,436379476892.0,475615448476.0,447631361731.0,589002200100.0,645915491609.0,903689210157.0,1131780041904.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,338901746678.0,427737926834.0,373545452565.0,391191495148.0,345778957052.0,451519836050.0,423709753023.0,550101843089.0,510953204076.0
37,GTCL TSCĐ hữu hình,333431640516.0,425952647594.0,372545346068.0,389868496893.0,344685833796.0,450877410706.0,423021596775.0,549112361836.0,510315420732.0
38,Nguyên giá TSCĐ hữu hình,843380642517.0,1255867168376.0,1276901827793.0,1380303115010.0,1417305855344.0,1608540439750.0,1647590401709.0,1842116098164.0,1877565501478.0
39,Khấu hao lũy kế TSCĐ hữu hình,-509949002001.0,-829914520782.0,-904356481725.0,-990434618117.0,-1072620021548.0,-1157663029044.0,-1224568804934.0,-1293003736328.0,-1367250080746.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,5470106162.0,1785279240.0,1000106497.0,1322998255.0,1093123256.0,642425344.0,688156248.0,989481253.0,637783344.0
44,Nguyên giá TSCĐ vô hình,9725675552.0,7620575951.0,7620575951.0,8240575951.0,8427075951.0,8427075951.0,8961375951.0,9696575951.0,9696575951.0
45,Khấu hao lũy kế TSCĐ vô hình,-4255569390.0,-5835296711.0,-6620469454.0,-6917577696.0,-7333952695.0,-7784650607.0,-8273219703.0,-8707094698.0,-9058792607.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,16602528578.0,13394117756.0,25416145597.0,49315659324.0,72673436834.0,113491114147.0,195148065456.0,335926497628.0,612315961983.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
