,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,194174835230.0,193611053005.0,339166078210.0,343084334944.0,445033700676.0,165901442373.0,145543608932.0,150515668873.0
1,TÀI SẢN NGẮN HẠN,47811171327.0,42294928626.0,29226828280.0,40175089354.0,58414804837.0,68113455379.0,46407023332.0,54553166610.0
2,Tiền và tương đương tiền,31771215729.0,26952806424.0,16343846030.0,23335937618.0,37757110919.0,36103524329.0,26677450270.0,32575428051.0
3,Tiền,21543200571.0,16140047498.0,10030780041.0,16709983236.0,24392681043.0,32844970052.0,26677450270.0,32575428051.0
4,Các khoản tương đương tiền,10228015158.0,10812758926.0,6313065989.0,6625954382.0,13364429876.0,3258554277.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,4350040042.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,4350040042.0,0.0,0.0
9,Các khoản phải thu,7932952212.0,8491184471.0,6134765994.0,9653560009.0,10596610603.0,19033480649.0,12017823628.0,13032437359.0
10,Phải thu khách hàng,3726461308.0,3069441254.0,2464986122.0,4040672548.0,7961698491.0,9640340319.0,7590952227.0,10901983304.0
11,Trả trước người bán,2804374824.0,3829389824.0,3172090784.0,4847567615.0,1859199824.0,7282352002.0,1713571310.0,1184820587.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,1493853130.0,1655502773.0,690759039.0,1009007602.0,879635494.0,2214711534.0,2794122021.0,1027828039.0
16,Dự phòng nợ khó đòi,-91737050.0,-63149380.0,-193069951.0,-243687756.0,-103923206.0,-103923206.0,-80821930.0,-82194571.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
