,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,88037630812.0,96566794078.0,103084372122.0,113857066024.0,127471886594.0,132921851331.0,138540326527.0,145425010132.0
1,Các khoản giảm trừ,-18273372.0,-49361127.0,0.0,-12637938.0,0.0,-53135065.0,-112963176.0,0.0
2,Doanh số thuần,88019357440.0,96517432951.0,103084372122.0,113844428086.0,127471886594.0,132868716266.0,138427363351.0,145425010132.0
3,Giá vốn hàng bán,-64786582238.0,-72801606951.0,-75433827991.0,-84588870858.0,-95321251926.0,-105096581604.0,-106194786513.0,-109564517359.0
4,Lãi gộp,23232775202.0,23715826000.0,27650544131.0,29255557228.0,32150634668.0,27772134662.0,32232576838.0,35860492773.0
5,Thu nhập tài chính,867650362.0,662373698.0,541366542.0,339174903.0,487515888.0,609644739.0,247727043.0,40479623.0
6,Chi phí tài chính,-2053831503.0,-1429930444.0,-1358498654.0,-860568365.0,-435663154.0,-488543356.0,-217998271.0,-39185447.0
7,Trong đó: Chi phí lãi vay,-2053831503.0,-1429930444.0,-1358498654.0,-860568365.0,-435663154.0,-488543356.0,-217998271.0,-39185447.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-6024018121.0,-6462099205.0,-6829557060.0,-6575040572.0,-7363365820.0,-7049491726.0,-7793346861.0,-7836446827.0
10,Chi phí quản lý doanh  nghiệp,-12006545823.0,-12306442138.0,-15771930093.0,-17585075803.0,-18861979856.0,-16923944801.0,-17072113406.0,-16226503411.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,4016030117.0,4179727911.0,4231924866.0,4574047391.0,5977141726.0,3919799518.0,7396845343.0,11798836711.0
12,Thu nhập khác,782781156.0,63878000.0,90001035.0,0.0,0.0,2498175047.0,109360054.0,20714400.0
13,Chi phí khác,-810209474.0,-8605000.0,-51477599.0,-44966178.0,-800087826.0,-37981121.0,-16477915.0,-75617520.0
14,"Thu nhập khác, ròng",-27428318.0,55273000.0,38523436.0,-44966178.0,-800087826.0,2460193926.0,92882139.0,-54903120.0
16,Lãi/(lỗ) ròng trước thuế,3988601799.0,4235000911.0,4270448302.0,4529081213.0,5177053900.0,6379993444.0,7489727482.0,11743933591.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-880158306.0,-930288644.0,-864384944.0,-914809478.0,-1059967928.0,-1360167186.0,-1055471078.0,-2365181391.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-880158306.0,-930288644.0,-864384944.0,-914809478.0,-1059967928.0,-1360167186.0,-1055471078.0,-2365181391.0
20,Lãi/(lỗ) thuần sau thuế,3108443493.0,3304712267.0,3406063358.0,3614271735.0,4117085972.0,5019826258.0,6434256404.0,9378752200.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,3108443493.0,3304712267.0,3406063358.0,3614271735.0,4117085972.0,5019826258.0,6434256404.0,9378752200.0
23,Lãi cơ bản trên cổ phiếu,620.47,659.65,679.88,721.44,822.0,1002.0,888.0,1872.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,1002.0,888.0,1872.0
