,CHỈ TIÊU,2015,2016,2017,2018,2019,2021,2022
0,TỔNG TÀI SẢN,1226303382817.0,1386736779902.0,1304926695799.0,1225456704543.0,1170425880434.0,111335026462.0,95068086012.0
1,TÀI SẢN NGẮN HẠN,48465181608.0,58711104866.0,52284401392.0,60244118172.0,65753071771.0,63830956899.0,52433346968.0
2,Tiền và tương đương tiền,43411331354.0,50571989532.0,48097454757.0,8606290036.0,6857306035.0,11488904471.0,4764444541.0
3,Tiền,6356445654.0,11577000157.0,2069786654.0,406290036.0,1357306035.0,3460108581.0,3264444541.0
4,Các khoản tương đương tiền,37054885700.0,38994989375.0,46027668103.0,8200000000.0,5500000000.0,8028795890.0,1500000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,40700000000.0,42500000000.0,39000000000.0,31021441096.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,40700000000.0,42500000000.0,39000000000.0,31021441096.0
9,Các khoản phải thu,3771068600.0,7189807708.0,4111987113.0,9801704476.0,16217721967.0,13223328776.0,16042542189.0
10,Phải thu khách hàng,2284786400.0,2170389250.0,3152762313.0,7391130918.0,14225176629.0,16165742611.0,15107228023.0
11,Trả trước người bán,0.0,3520732170.0,55000000.0,1635530000.0,1616856600.0,879973567.0,0.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,1488831700.0,1498686288.0,904224800.0,798343558.0,940367738.0,502612616.0,5633995996.0
16,Dự phòng nợ khó đòi,-2549500.0,0.0,0.0,-23300000.0,-564679000.0,-4325000018.0,-4698681830.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",16171574.0,15692316.0,71680735.0,1136123660.0,83356714.0,94871172.0,405397147.0
19,Hàng tồn kho,16171574.0,15692316.0,71680735.0,1136123660.0,83356714.0,94871172.0,405397147.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,1266610080.0,933615310.0,3278787.0,0.0,94687055.0,23852480.0,199521995.0
22,Trả trước ngắn hạn,1266610080.0,933615310.0,3278787.0,0.0,94687055.0,23852480.0,199521995.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,1177838201209.0,1328025675036.0,1252642294407.0,1165212586371.0,1104672808663.0,47504069563.0,42634739044.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,1177496848209.0,1327934300902.0,1250595816709.0,1163995350491.0,1101324085017.0,40504857841.0,35133343955.0
37,GTCL TSCĐ hữu hình,1177496848209.0,1327934300902.0,1250517900042.0,1163945767156.0,1101302835014.0,40504857841.0,35133343955.0
38,Nguyên giá TSCĐ hữu hình,1254616174930.0,1482887312213.0,1494388560313.0,1497186347859.0,1525371400548.0,125061681218.0,128263703218.0
39,Khấu hao lũy kế TSCĐ hữu hình,-77119326721.0,-154953011311.0,-243870660271.0,-333240580703.0,-424068565534.0,-84556823377.0,-93130359263.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,77916667.0,49583335.0,21250003.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,85000000.0,85000000.0,85000000.0,85000000.0,85000000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,-7083333.0,-35416665.0,-63749997.0,-85000000.0,-85000000.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,341353000.0,91374134.0,1063883070.0,532088700.0,3153763063.0,6999211722.0,7501395089.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,0.0,0.0,982594628.0,685147180.0,194960583.0,0.0,0.0
59,Trả trước dài hạn,0.0,0.0,982594628.0,685147180.0,194960583.0,0.0,0.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,16442992268.0,13959095186.0,18726541313.0,21387176767.0,24126244013.0,28517680238.0,24854436821.0
65,Nợ ngắn hạn,10157062542.0,8219767460.0,13533815587.0,16301053041.0,18829421287.0,23560570512.0,21023929095.0
66,Phải trả người bán,1622944530.0,95232650.0,2629285880.0,1945167376.0,1993963494.0,2126851277.0,1610060154.0
67,Người mua trả tiền trước,0.0,87294900.0,0.0,1100000000.0,0.0,88884462.0,155531863.0
