,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,32350568145.0,35679287794.0,32197777711.0,27918638497.0,18707017652.0,13053691641.0,7946186800.0,13574426142.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,32350568145.0,35679287794.0,32197777711.0,27918638497.0,18707017652.0,13053691641.0,7946186800.0,13574426142.0
3,Giá vốn hàng bán,-19165366906.0,-17637419988.0,-18622579903.0,-16942671190.0,-15430852232.0,-9483411739.0,-6565810252.0,-12630850975.0
4,Lãi gộp,13185201239.0,18041867806.0,13575197808.0,10975967307.0,3276165420.0,3570279902.0,1380376548.0,943575167.0
5,Thu nhập tài chính,2381571014.0,3146091501.0,1878764165.0,463966171.0,303419436.0,1705000.0,324069.0,1117903.0
6,Chi phí tài chính,-23529219.0,-20297143.0,-359761109.0,-1712646670.0,-2482120005.0,-2708998841.0,-2565597141.0,-2571113241.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,-347389941.0,-1712646670.0,-2430376624.0,-2708998841.0,-2565597141.0,-2571113241.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-1301601725.0,-1454051708.0,-1376599706.0,-1156339281.0,-1016732875.0,-572844462.0,-765171475.0,-1085033776.0
10,Chi phí quản lý doanh  nghiệp,-5783335276.0,-7695358291.0,-5839750090.0,-4493661238.0,-3568205494.0,-2423044173.0,-2703611914.0,-2390466441.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,8458306033.0,12018252165.0,7877851068.0,4077286289.0,-3487473518.0,-2132902574.0,-4653679913.0,-5101920388.0
12,Thu nhập khác,844345045.0,948005033.0,1200832983.0,218714373.0,4478785702.0,208927370.0,658302906.0,1794746836.0
13,Chi phí khác,-343880650.0,-154013101.0,-168052315.0,-200395776.0,-5098051.0,-3443332683.0,-3692185857.0,-3589394488.0
14,"Thu nhập khác, ròng",500464395.0,793991932.0,1032780668.0,18318597.0,4473687651.0,-3234405313.0,-3033882951.0,-1794647652.0
16,Lãi/(lỗ) ròng trước thuế,8958770428.0,12812244097.0,8910631736.0,4095604886.0,986214133.0,-5367307887.0,-7687562864.0,-6896568040.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-2071390029.0,-2631185183.0,-1798353099.0,-859200132.0,-834570660.0,0.0,-11792328.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-2071390029.0,-2631185183.0,-1798353099.0,-859200132.0,-834570660.0,0.0,-11792328.0,0.0
20,Lãi/(lỗ) thuần sau thuế,6887380399.0,10181058914.0,7112278637.0,3236404754.0,151643473.0,-5367307887.0,-7699355192.0,-6896568040.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,6887380399.0,10181058914.0,7112278637.0,3236404754.0,151643473.0,-5367307887.0,-7699355192.0,-6896568040.0
23,Lãi cơ bản trên cổ phiếu,5884.0,2885.0,2020.0,616.0,29.0,-1202.0,-1751.0,-1569.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,-1202.0,-1751.0,-1569.0
