,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,53939497531.0,63954503123.0,84971142645.0,92726911147.0,88868457176.0,80221614965.0,71588240853.0,71811102581.0
1,TÀI SẢN NGẮN HẠN,40201347510.0,48971601531.0,29587917915.0,26437760837.0,15524195164.0,12431271060.0,8766399540.0,13324748676.0
2,Tiền và tương đương tiền,6016245854.0,18206054511.0,12306544655.0,5549169771.0,1783590914.0,617804489.0,611053111.0,804261931.0
3,Tiền,1771245854.0,3338825011.0,3163462730.0,2649169771.0,1783590914.0,617804489.0,611053111.0,804261931.0
4,Các khoản tương đương tiền,4245000000.0,14867229500.0,9143081925.0,2900000000.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,27540000000.0,20891668807.0,4863000000.0,5065000000.0,500000000.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,27540000000.0,20891668807.0,4863000000.0,5065000000.0,500000000.0,0.0,0.0,0.0
9,Các khoản phải thu,1053158547.0,2370048800.0,2750182079.0,1962780830.0,915446674.0,1702166725.0,1349061604.0,3058675819.0
10,Phải thu khách hàng,619805667.0,1736972822.0,2452063015.0,1187191534.0,885909625.0,1668321607.0,1309448977.0,3050695819.0
11,Trả trước người bán,413200000.0,90373713.0,13750000.0,543124582.0,13750000.0,13750000.0,656949.0,7480000.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,78585463.0,542702265.0,284369064.0,232464714.0,15787049.0,20095118.0,38955678.0,500000.0
16,Dự phòng nợ khó đòi,-58432583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",5128385890.0,7346581624.0,5916446017.0,9943949481.0,8213200024.0,6851714047.0,4083822840.0,7165364380.0
19,Hàng tồn kho,5128385890.0,7432916950.0,5926543210.0,9959074516.0,8323136365.0,6936346923.0,4103435129.0,7194369977.0
20,Dự phòng giảm giá HTK,0.0,-86335326.0,-10097193.0,-15125035.0,-109936341.0,-84632876.0,-19612289.0,-29005597.0
21,Tài sản lưu động khác,463557219.0,157247789.0,3751745164.0,3916860755.0,4111957552.0,3259585799.0,2722461985.0,2296446546.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,221038636.0,109332422.0,165992283.0,79125000.0
23,Thuế VAT phải thu,463557219.0,157247789.0,3751745164.0,3916860755.0,3890918916.0,3150253377.0,2556469702.0,2217321546.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,13738150021.0,14982901592.0,55383224730.0,66289150310.0,73344262012.0,67790343905.0,62821841313.0,58486353905.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
