,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,267826682832.0,129767652487.0,101384658792.0,91284231854.0,66631314490.0,76151932240.0,119335195102.0,116233720662.0,133487873023.0
1,TÀI SẢN NGẮN HẠN,92284264923.0,92131499361.0,76333813850.0,69123443761.0,57739058209.0,68339257024.0,112423302646.0,105022703691.0,121806441767.0
2,Tiền và tương đương tiền,3776570110.0,7273014866.0,13908843301.0,2881976151.0,11049633809.0,3121810589.0,33657219081.0,19353751650.0,14768731124.0
3,Tiền,3776570110.0,7273014866.0,11308843301.0,2881976151.0,11049633809.0,3121810589.0,33657219081.0,19353751650.0,14768731124.0
4,Các khoản tương đương tiền,0.0,0.0,2600000000.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,1693104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,1693104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,33682822147.0,40479023338.0,48862626857.0,55520724197.0,41141327596.0,56052479230.0,70648514369.0,53017305027.0,91140267270.0
10,Phải thu khách hàng,30226921905.0,36492970851.0,45727578554.0,49439049304.0,34913660681.0,52199388974.0,74846719822.0,53866856002.0,95383864128.0
11,Trả trước người bán,581583790.0,725625818.0,683120000.0,137500000.0,0.0,363340000.0,132750000.0,0.0,158201818.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,2874316452.0,3260426669.0,2451928303.0,5944174893.0,6227666915.0,6708319451.0,1321561273.0,4732285751.0,1180038050.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,-3218569195.0,-5652516726.0,-5581836726.0,-5581836726.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",53095141648.0,44379461157.0,13562343692.0,10583910445.0,5390249654.0,9015756240.0,7950624976.0,30764165865.0,14641252858.0
19,Hàng tồn kho,53095141648.0,44379461157.0,13562343692.0,10583910445.0,5390249654.0,9015756240.0,7950624976.0,30764165865.0,15238156480.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-596903622.0
21,Tài sản lưu động khác,36627018.0,0.0,0.0,136832968.0,157847150.0,149210965.0,166944220.0,1887481149.0,1256190515.0
22,Trả trước ngắn hạn,36627018.0,0.0,0.0,136832968.0,157847150.0,148119454.0,105810534.0,211498633.0,57218177.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0,61133686.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,1091511.0,0.0,1675982516.0,1198972338.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,175542417909.0,37636153126.0,25050844942.0,22160788093.0,8892256281.0,7812675216.0,6911892456.0,11211016971.0,11681431256.0
28,Phải thu dài hạn,356380097.0,246973055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,356380097.0,246973055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,175055071000.0,8163703787.0,8111159444.0,9499641463.0,8492256281.0,7254784591.0,6278401689.0,10916062637.0,10018694322.0
37,GTCL TSCĐ hữu hình,151849803000.0,8163703787.0,8111159444.0,9499641463.0,8492256281.0,7254784591.0,6278401689.0,10916062637.0,10018694322.0
38,Nguyên giá TSCĐ hữu hình,447909271000.0,20461758297.0,22234485569.0,25329350569.0,26039350569.0,26509017569.0,27154381205.0,33178919798.0,36071913676.0
