,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,8589492038.0,-4092022799.0,3663495779.0,-1603691238.0,5936856457.0,4214120065.0,10744377365.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,3568214028.0,3413021452.0,4964807215.0,6827419263.0,6872564948.0,9110023618.0,8296814000.0
2,Lãi trước thuế,1330299242.0,2187856120.0,2600797813.0,2754651486.0,2754651486.0,4489205562.0,4698319607.0
3,Khấu hao TSCĐ,2705856623.0,2281998355.0,2613440563.0,3886429637.0,4117913462.0,4321122885.0,4177787868.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-467941837.0,-465888858.0,-249431161.0,186338140.0,0.0,299695171.0,-579293475.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,-590944165.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,24646657.0,-7320457647.0,-8476903556.0,-13353837144.0,1767101401.0,9902879446.0,-4005599201.0
13,(Tăng)/giảm hàng tồn kho,1810780.0,-3508375575.0,3508375575.0,0.0,-1323919666.0,0.0,0.0
14,Tăng/(giảm) các khoản phải trả,3504720331.0,5622100689.0,5585514798.0,8035308042.0,0.0,-10772460731.0,10414175469.0
15,( Tăng)/giảm chi phí trả trước,179069200.0,0.0,0.0,0.0,0.0,0.0,0.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,-296486885.0,-291717000.0,-388224048.0,-721365729.0,-350930316.0,-809146514.0,-1129625562.0
19,Tiền thu khác từ các hoạt động kinh doanh,57047077986.0,14436575000.0,7685795.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-55439560059.0,-16443169718.0,-1537760000.0,-2391215670.0,-1027959910.0,-3217175754.0,-2831387341.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,467941837.0,-6856029938.0,-4913579103.0,-2175266549.0,-1572327644.0,-2831819434.0,-1026670372.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,-7289838728.0,-5174879455.0,-1939560909.0,-2058717000.0,-3131514605.0,-2097222222.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,56363636.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,-450000000.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,502343970.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,467941837.0,433808790.0,204936716.0,214294360.0,486389356.0,299695171.0,568207880.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,0.0,-313500000.0,-684500000.0,-657152184.0,-688632501.0,-983760850.0,-1462256000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-313500000.0,-684500000.0,-657152184.0,-688632501.0,-983760850.0,-1462256000.0
37,Lưu chuyển tiền thuần trong kỳ,9057433875.0,-11261552737.0,-1934583324.0,-4436109971.0,3675896312.0,398539781.0,8255450993.0
38,Tiền và tương đương tiền đầu kỳ,14243315627.0,23300749502.0,12039196765.0,10104613441.0,5668503470.0,9344399782.0,9742939563.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,23300749502.0,12039196765.0,10104613441.0,5668503470.0,9344399782.0,9742939563.0,17998390556.0
