,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,53790596640.0,49035203635.0,54185699387.0,57629362706.0,62699412646.0,69719638591.0,69551415944.0,58880933065.0,68446986632.0
1,TÀI SẢN NGẮN HẠN,12821600106.0,17461277230.0,26413437608.0,27423843154.0,29368618620.0,38736345793.0,40674019608.0,31193145009.0,42966423960.0
2,Tiền và tương đương tiền,11175826791.0,14220466945.0,23300749502.0,12039196765.0,10104613441.0,5668503470.0,9344399782.0,9742939563.0,17998390556.0
3,Tiền,11175826791.0,6891906822.0,12513072124.0,1715206247.0,3463733505.0,5418503470.0,1039894205.0,6408433986.0,8913884979.0
4,Các khoản tương đương tiền,0.0,7328560123.0,10787677378.0,10323990518.0,6640879936.0,250000000.0,8304505577.0,3334505577.0,9084505577.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,450000000.0,478878904.0,502343970.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502343970.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,450000000.0,478878904.0,0.0,0.0
9,Các khoản phải thu,1406536519.0,3035612870.0,3112688106.0,11876270814.0,19165623361.0,32617842323.0,30850740922.0,20947861476.0,24968033404.0
10,Phải thu khách hàng,309379999.0,390873999.0,589721999.0,9703669228.0,14063933056.0,29228546957.0,28307692120.0,19371303580.0,24046768189.0
11,Trả trước người bán,1023314617.0,854174617.0,881507817.0,1995645809.0,4547360970.0,3063350523.0,2141215265.0,1081422571.0,639861000.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,73841903.0,1790564254.0,1641458290.0,176955777.0,554329335.0,325944843.0,401833537.0,495135325.0,281404215.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",94732395.0,1810780.0,0.0,3508375575.0,0.0,0.0,0.0,0.0,0.0
19,Hàng tồn kho,94732395.0,1810780.0,0.0,3508375575.0,0.0,0.0,0.0,0.0,0.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,144504401.0,203386635.0,0.0,0.0,98381818.0,0.0,0.0,0.0,0.0
22,Trả trước ngắn hạn,0.0,179069200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,0.0,24317335.0,0.0,0.0,98381818.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,144504401.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,40968996534.0,31573926405.0,27772261779.0,30205519552.0,33330794026.0,30983292798.0,28877396336.0,27687788056.0,25480562672.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
