,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,64933968781.0,54407888359.0,34540550581.0,32576518800.0,35761832635.0,40387485764.0,45251478643.0,40708325854.0
1,TÀI SẢN NGẮN HẠN,38835726944.0,29159293431.0,20260839132.0,18705697775.0,22881570511.0,28162169468.0,33681108175.0,29501462511.0
2,Tiền và tương đương tiền,27589866143.0,17457672391.0,12873827950.0,3287077269.0,1120760035.0,1337282531.0,3086020056.0,893285397.0
3,Tiền,2589866143.0,2457672391.0,2373827950.0,287077269.0,1120760035.0,837282531.0,1486020056.0,893285397.0
4,Các khoản tương đương tiền,25000000000.0,15000000000.0,10500000000.0,3000000000.0,0.0,500000000.0,1600000000.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,7700000000.0,14200000000.0,18100000000.0,23500000000.0,21500000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,7700000000.0,14200000000.0,18100000000.0,23500000000.0,21500000000.0
9,Các khoản phải thu,9985805313.0,7121826240.0,6716619135.0,7038675986.0,6788073211.0,8035416431.0,6411523957.0,6331265804.0
10,Phải thu khách hàng,1827447950.0,101114739.0,1784031685.0,2384457619.0,2388686927.0,3127722411.0,1784825700.0,1811661707.0
11,Trả trước người bán,26663085.0,38781085.0,284150168.0,8781085.0,8781085.0,8781085.0,61031085.0,68781085.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,9433507463.0,8062145329.0,8010870695.0,8007870695.0,8409859493.0,8903936229.0,8614947661.0,8500103501.0
16,Dự phòng nợ khó đòi,-1301813185.0,-1301813185.0,-3584031685.0,-3584031685.0,-4019254294.0,-4005023294.0,-4049280489.0,-4049280489.0
17,Tài sản thiếu chờ xử lý,0.0,221598272.0,221598272.0,221598272.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",1221720442.0,894999668.0,631653687.0,631653687.0,631653687.0,631653687.0,631653687.0,631653687.0
19,Hàng tồn kho,1257203708.0,930482934.0,930482934.0,930482934.0,930482934.0,930482934.0,930482934.0,930482934.0
20,Dự phòng giảm giá HTK,-35483266.0,-35483266.0,-298829247.0,-298829247.0,-298829247.0,-298829247.0,-298829247.0,-298829247.0
21,Tài sản lưu động khác,38335046.0,3684795132.0,38738360.0,48290833.0,141083578.0,57816819.0,51910475.0,145257623.0
22,Trả trước ngắn hạn,0.0,3647954497.0,0.0,7291668.0,2916672.0,17218183.0,13700373.0,102812500.0
23,Thuế VAT phải thu,-63945.0,-53805.0,-21696.0,-287025.0,-287025.0,0.0,0.0,0.0
24,Phải thu thuế khác,38398991.0,36894440.0,38760056.0,41286190.0,138453931.0,40598636.0,38210102.0,42445123.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,26098241837.0,25248594928.0,14279711449.0,13870821025.0,12880262124.0,12225316296.0,11570370468.0,11206863343.0
28,Phải thu dài hạn,0.0,1784031685.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,1784031685.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
