,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,12397936476.0,-10692585112.0,-5390810977.0,-2495539624.0,3622431718.0,3504995824.0,5747129232.0,-5599628045.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,1039066308.0,1096016165.0,806966536.0,-7091211057.0,-5788748952.0,-3288473328.0,-3998391707.0,3406893386.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,-31200000000.0,-32400000000.0,-24100000000.0,-24600000000.0,-37100000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,23500000000.0,25900000000.0,20200000000.0,19200000000.0,39100000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,1039066308.0,1096016165.0,806966536.0,608788943.0,711251048.0,611526672.0,1401608293.0,1406893386.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-4441811235.0,-535624805.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-4441811235.0,-535624805.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,8995191549.0,-10132193752.0,-4583844441.0,-9586750681.0,-2166317234.0,216522496.0,1748737525.0,-2192734659.0
38,Tiền và tương đương tiền đầu kỳ,18592000921.0,27589866143.0,17457672391.0,12873827950.0,3287077269.0,1120760035.0,1337282531.0,3086020056.0
39,Ảnh hưởng của chênh lệch tỷ giá,2673673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,27589866143.0,17457672391.0,12873827950.0,3287077269.0,1120760035.0,1337282531.0,3086020056.0,893285397.0
