,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,6504940139.0,6950264554.0,3917457766.0,6069046350.0,9412453050.0,9419365433.0,9043017399.0,9083351846.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,6504940139.0,6950264554.0,3917457766.0,6069046350.0,9412453050.0,9419365433.0,9043017399.0,9083351846.0
3,Giá vốn hàng bán,-36913038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Lãi gộp,6468027101.0,6950264554.0,3917457766.0,6069046350.0,9412453050.0,9419365433.0,9043017399.0,9083351846.0
5,Thu nhập tài chính,1041739981.0,1096688748.0,806966536.0,608788943.0,891614336.0,1115630646.0,1104629525.0,1294821330.0
6,Chi phí tài chính,-3733273763.0,0.0,-6075697254.0,0.0,0.0,0.0,0.0,0.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-746928170.0,-705910159.0,-297387548.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-12029487653.0,-11481575721.0,-15990288722.0,-7664777625.0,-7058006129.0,-5787202933.0,-8178279905.0,-7914705379.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,-8999922504.0,-4140532578.0,-17638949222.0,-986942332.0,3246061257.0,4747793146.0,1969367019.0,2463467797.0
12,Thu nhập khác,15108739783.0,5062545971.0,46200000.0,10078202.0,2495010.0,287025.0,0.0,690330659.0
13,Chi phí khác,-5346613889.0,-814676686.0,2682788766.0,-74383763.0,-140332060.0,-70010622.0,-775779133.0,-183641078.0
14,"Thu nhập khác, ròng",9762125894.0,4247869285.0,2728988766.0,-64305561.0,-137837050.0,-69723597.0,-775779133.0,506689581.0
16,Lãi/(lỗ) ròng trước thuế,762203390.0,107336707.0,-14909960456.0,-1051247893.0,3108224207.0,4678069549.0,1193587886.0,2970157378.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-361700331.0,-100367180.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-361700331.0,-100367180.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Lãi/(lỗ) thuần sau thuế,400503059.0,6969527.0,-14909960456.0,-1051247893.0,3108224207.0,4678069549.0,1193587886.0,2970157378.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,400503059.0,6969527.0,-14909960456.0,-1051247893.0,3108224207.0,4678069549.0,1193587886.0,2970157378.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,-3787.0,-267.0,789.0,1188.0,303.0,754.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,1188.0,303.0,0.0
