,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,20882638628.0,26371319537.0,47640230823.0,12001490597.0,7403053443.0,7814385542.0,10089069106.0,22553802808.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,20882638628.0,26371319537.0,47640230823.0,12001490597.0,7403053443.0,7814385542.0,10089069106.0,22553802808.0
3,Giá vốn hàng bán,-20250022668.0,-22035936800.0,-42335265079.0,-12322900349.0,-6914002499.0,-7407088966.0,-9290455786.0,-20936031924.0
4,Lãi gộp,632615960.0,4335382737.0,5304965744.0,-321409752.0,489050944.0,407296576.0,798613320.0,1617770884.0
5,Thu nhập tài chính,63675245.0,69515667.0,803552593.0,1667661291.0,2046816809.0,2384678768.0,2454295165.0,1637294632.0
6,Chi phí tài chính,0.0,-78837300.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-275825461.0,-2174434640.0,-4815272375.0,-4475084243.0,-2417833675.0,-2804815108.0,-2955945365.0,-3070130617.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,420465744.0,2151626464.0,1293245962.0,-3128832704.0,118034078.0,-12839764.0,296963120.0,184934899.0
12,Thu nhập khác,0.0,0.0,22271.0,0.0,180800002.0,29958022.0,5000.0,0.0
13,Chi phí khác,0.0,-2250000.0,-294353931.0,-3799399.0,-7259529.0,-2289.0,-4986260.0,-18000000.0
14,"Thu nhập khác, ròng",0.0,-2250000.0,-294331660.0,-3799399.0,173540473.0,29955733.0,-4981260.0,-18000000.0
16,Lãi/(lỗ) ròng trước thuế,420465744.0,2149376464.0,998914302.0,-3132632103.0,291574551.0,17115969.0,291981860.0,166934899.0
17,Thuế thu nhập doanh nghiệp – hiện thời,0.0,-474743822.0,-271173647.0,0.0,0.0,0.0,0.0,-11151452.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,0.0,-474743822.0,-271173647.0,0.0,0.0,0.0,0.0,-11151452.0
20,Lãi/(lỗ) thuần sau thuế,420465744.0,1674632642.0,727740655.0,-3132632103.0,291574551.0,17115969.0,291981860.0,155783447.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,420465744.0,1674632642.0,727740655.0,-3132632103.0,291574551.0,17115969.0,291981860.0,155783447.0
23,Lãi cơ bản trên cổ phiếu,0.0,279.0,92.0,-522.0,49.0,3.0,49.0,26.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,92.0,-522.0,49.0,3.0,49.0,26.0
