,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,5797636717.0,902079468.0,1489526272.0,7393054422.0,-1858949056.0,-2517518120.0,-792548766.0,-4184664136.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,1792387174.0,3536130227.0,3887677514.0,-391906313.0,738007801.0,-321599002.0,-193518924.0,107354291.0
2,Lãi trước thuế,372765271.0,2149376464.0,1027740655.0,-3132632103.0,291574551.0,17115969.0,291981860.0,166934899.0
3,Khấu hao TSCĐ,1419621903.0,1386753763.0,2859936859.0,2740725790.0,2452410348.0,2074419804.0,1842925373.0,1518316152.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,37232000.0,0.0,85400000.0,57600000.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,0.0,0.0,0.0,-2043209098.0,-2413134775.0,-2413826157.0,-1635496760.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,3150833919.0,-4677021145.0,-781629352.0,18804741737.0,-296709682.0,-1405284512.0,-592174225.0,-6095861003.0
13,(Tăng)/giảm hàng tồn kho,62510194.0,139264269.0,-40965655.0,90506773.0,-25820680.0,103143516.0,4717500.0,-27192718.0
14,Tăng/(giảm) các khoản phải trả,747827353.0,1888286474.0,-643028344.0,-11147958915.0,-1797491345.0,-544590563.0,-136548992.0,2172531397.0
15,( Tăng)/giảm chi phí trả trước,126128077.0,15419643.0,-11144069.0,109680220.0,-244528150.0,-54425698.0,124975875.0,-341496103.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,-774743822.0,-52209080.0,0.0,0.0,0.0,0.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-82050000.0,0.0,-146640000.0,-19800000.0,-232407000.0,-294761861.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,0.0,0.0,0.0,0.0,-32910161120.0,2164033825.0,-344984457.0,8855630394.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,-131619907.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,550054545.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,-74564091518.0,-17488464141.0,-9436651561.0,-41597974430.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,39971905217.0,16850886575.0,8906972004.0,48650041073.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,0.0,0.0,0.0,0.0,1682025181.0,2383176753.0,184695100.0,1803563751.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,3877514599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,3877514599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,9675151316.0,902079468.0,1489526272.0,7393054422.0,-34769110176.0,-353484295.0,-1137533223.0,4670966258.0
38,Tiền và tương đương tiền đầu kỳ,18842149711.0,28517301027.0,29419380495.0,30908706767.0,38301961189.0,3532851013.0,3179366718.0,2041833495.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,28517301027.0,29419380495.0,30908906767.0,38301761189.0,3532851013.0,3179366718.0,2041833495.0,6712799753.0
