,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,71929884441.0,75967547379.0,75430875868.0,61078275770.0,60007224702.0,59478597108.0,59634029976.0,61973496272.0
1,TÀI SẢN NGẮN HẠN,44791002386.0,50219991248.0,52567296822.0,41027506815.0,41488766669.0,43388457409.0,40500567625.0,48998826330.0
2,Tiền và tương đương tiền,28517301027.0,29419380495.0,30908906767.0,38301961189.0,3532851013.0,3179366718.0,2041833495.0,6712799753.0
3,Tiền,28517301027.0,29419380495.0,576219267.0,1301961189.0,3532851013.0,2175257129.0,2041833495.0,3712799753.0
4,Các khoản tương đương tiền,0.0,0.0,30332687500.0,37000000000.0,0.0,1004109589.0,0.0,3000000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,34592186301.0,35229763867.0,30759443424.0,28707376781.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,34592186301.0,35229763867.0,30759443424.0,28707376781.0
9,Các khoản phải thu,15674326623.0,20362257789.0,21115060788.0,2258109971.0,2878771570.0,4577664943.0,7313570225.0,13194915689.0
10,Phải thu khách hàng,11097343000.0,20275926200.0,20961866226.0,1986158581.0,2002222700.0,2218966600.0,4071666661.0,9412788964.0
11,Trả trước người bán,10990000.0,5682500.0,3092000.0,0.0,5500.0,125935225.0,80625950.0,26400000.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,4565993623.0,80649089.0,150102562.0,271951390.0,913775370.0,2269995118.0,3283909614.0,3935958725.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,-37232000.0,-37232000.0,-122632000.0,-180232000.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",545154575.0,405890306.0,446855961.0,356349188.0,382169868.0,279026352.0,274308852.0,301501570.0
19,Hàng tồn kho,545154575.0,405890306.0,446855961.0,356349188.0,382169868.0,279026352.0,274308852.0,301501570.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,54220161.0,32462658.0,96473306.0,111086467.0,102787917.0,122635529.0,111411629.0,82232537.0
22,Trả trước ngắn hạn,43310140.0,32462658.0,67646953.0,30051034.0,21752484.0,41600096.0,30376196.0,12348556.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,10910021.0,0.0,28826353.0,81035433.0,81035433.0,81035433.0,81035433.0,69883981.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,27138882055.0,25747556131.0,22863579046.0,20050768955.0,18518458033.0,16090139699.0,19133462351.0,12974669942.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,26930870460.0,25544116697.0,22684179838.0,19943454048.0,18158316426.0,15695420006.0,13852494633.0,12334178481.0
37,GTCL TSCĐ hữu hình,26930870460.0,25544116697.0,22684179838.0,19943454048.0,18158316426.0,15695420006.0,13852494633.0,12334178481.0
