,CHỈ TIÊU,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,15959091716.0,32876082999.0,45997171018.0,101680363822.0,132876052148.0,67972280409.0,31525182857.0,5182612838.0,6467798546.0
1,Các khoản giảm trừ,-51891235.0,-2378051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,15907200481.0,32873704948.0,45997171018.0,101680363822.0,132876052148.0,67972280409.0,31525182857.0,5182612838.0,6467798546.0
3,Giá vốn hàng bán,-15771888251.0,-32219899873.0,-43120487672.0,-87453250900.0,-130729454125.0,-65742489405.0,-31302406606.0,-7027427949.0,-6118097292.0
4,Lãi gộp,135312230.0,653805075.0,2876683346.0,14227112922.0,2146598023.0,2229791004.0,222776251.0,-1844815111.0,349701254.0
5,Thu nhập tài chính,424705.0,90685220.0,807956.0,8626672.0,766156067.0,9066867.0,11733492055.0,332569620.0,320582601.0
6,Chi phí tài chính,-1088415.0,0.0,0.0,-10819706.0,-120985530.0,-65650684.0,-26250000.0,-84224433000.0,0.0
7,Trong đó: Chi phí lãi vay,-1088415.0,0.0,0.0,-10819706.0,0.0,-65650684.0,-26250000.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,-4637237.0,-527289000.0,-1277332500.0,-577820000.0,-486346336.0
10,Chi phí quản lý doanh  nghiệp,-505594485.0,-377336068.0,-277052879.0,-2575233812.0,-1703711903.0,-1269127901.0,-13433993478.0,-1562352615.0,-992789867.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,-370945965.0,367154227.0,2600438423.0,11649686076.0,1083419420.0,376790286.0,-2781307672.0,-87876851106.0,-808852348.0
12,Thu nhập khác,205019426.0,166207.0,0.0,0.0,7040000.0,6396000.0,154.0,1712.0,29144994.0
13,Chi phí khác,0.0,-709.0,0.0,0.0,-65240950.0,-22111567.0,-1096536.0,-80040642.0,-553286.0
14,"Thu nhập khác, ròng",205019426.0,165498.0,0.0,0.0,-58200950.0,-15715567.0,-1096382.0,-80038930.0,28591708.0
16,Lãi/(lỗ) ròng trước thuế,-165926539.0,367319725.0,2600438423.0,11649686076.0,1025218470.0,361074719.0,-2782404054.0,-87956890036.0,-780260640.0
17,Thuế thu nhập doanh nghiệp – hiện thời,0.0,-40278637.0,-572074453.0,-2358161142.0,-350355149.0,-76637295.0,-8337181.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,0.0,-40278637.0,-572074453.0,-2358161142.0,-350355149.0,-76637295.0,-8337181.0,0.0,0.0
20,Lãi/(lỗ) thuần sau thuế,-165926539.0,327041088.0,2028363970.0,9291524934.0,674863321.0,284437424.0,-2790741235.0,-87956890036.0,-780260640.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,83758301.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,-165926539.0,327041088.0,2028363970.0,9291524934.0,674863321.0,284437424.0,-2874499536.0,-87956890036.0,-780260640.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,671.12,568.84,0.0,11.22,-113.0,-3470.0,-31.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
