,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,154569478558.0,151133728857.0,138462640815.0,155086825515.0,175880407041.0,169056720740.0,132220145790.0,133752076409.0
1,TÀI SẢN NGẮN HẠN,44891392620.0,42115086409.0,47129353801.0,53267454063.0,43265823957.0,50448478042.0,41512473835.0,63772398271.0
2,Tiền và tương đương tiền,23880844427.0,16269943882.0,18311405700.0,30896206368.0,16694224268.0,6560784045.0,6611290797.0,3519307602.0
3,Tiền,3880844427.0,4269943882.0,8311405700.0,7896206368.0,5694224268.0,6560784045.0,2611290797.0,1519307602.0
4,Các khoản tương đương tiền,20000000000.0,12000000000.0,10000000000.0,23000000000.0,11000000000.0,0.0,4000000000.0,2000000000.0
5,Giá trị thuần đầu tư ngắn hạn,547000000.0,10000000000.0,0.0,0.0,500000000.0,16000000000.0,19500000000.0,23500000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,547000000.0,10000000000.0,0.0,0.0,500000000.0,16000000000.0,19500000000.0,23500000000.0
9,Các khoản phải thu,17957548802.0,13268890093.0,26823729349.0,18011260110.0,23848490632.0,26048043774.0,13787751333.0,34579461163.0
10,Phải thu khách hàng,12511339933.0,13100578162.0,23925726646.0,17408805730.0,22784802141.0,25329928573.0,12487007144.0,32646004599.0
11,Trả trước người bán,0.0,0.0,1889500000.0,0.0,16250000.0,20650000.0,24445000.0,65106760.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,5446208869.0,168311931.0,1008502703.0,602454380.0,1047438491.0,697465201.0,1276299189.0,1868349804.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
