,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,85675617907.0,95132541739.0,100830388195.0,127772710240.0,153558434888.0,164002393314.0,346763138721.0,150276252920.0,157099926287.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,85675617907.0,95132541739.0,100830388195.0,127772710240.0,153558434888.0,164002393314.0,346763138721.0,150276252920.0,157099926287.0
3,Giá vốn hàng bán,-76387218313.0,-84148164162.0,-83595202893.0,-109104968470.0,-133327072025.0,-142337723325.0,-223912710121.0,-131805541402.0,-137071922158.0
4,Lãi gộp,9288399594.0,10984377577.0,17235185302.0,18667741770.0,20231362863.0,21664669989.0,122850428600.0,18470711518.0,20028004129.0
5,Thu nhập tài chính,44529651.0,18449129.0,65128320.0,9027293.0,11925115.0,20294741.0,6689354045.0,5961573393.0,1732940424.0
6,Chi phí tài chính,-383262514.0,-1043421266.0,-1682838340.0,-2134536396.0,-2389528826.0,-3605262851.0,-9088342625.0,-3994836078.0,-470544954.0
7,Trong đó: Chi phí lãi vay,-383262514.0,-1043421266.0,-1682838340.0,-2134536396.0,-2389528826.0,-3605262851.0,-9088342625.0,-3994836078.0,-470544954.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-5165049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-7947482344.0,-9144439535.0,-12793167074.0,-13358019484.0,-14372257322.0,-16033160343.0,-24294447122.0,-16194313485.0,-17289821443.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,997019338.0,814965905.0,2824308208.0,3184213183.0,3481501830.0,2046541536.0,96156992898.0,4243135348.0,4000578156.0
12,Thu nhập khác,506813962.0,876075815.0,391539417.0,265900000.0,83502509.0,404671854.0,7362224652.0,815623305.0,16711500.0
13,Chi phí khác,-119798220.0,-28625789.0,-210167007.0,-192681175.0,-274861806.0,-76290000.0,-4904060441.0,-1106061408.0,-412993643.0
14,"Thu nhập khác, ròng",387015742.0,847450026.0,181372410.0,73218825.0,-191359297.0,328381854.0,2458164211.0,-290438103.0,-396282143.0
16,Lãi/(lỗ) ròng trước thuế,1384035080.0,1662415931.0,3005680618.0,3257432008.0,3290142533.0,2374923390.0,98615157109.0,3952697245.0,3604296013.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-357923229.0,-393083595.0,-761456347.0,-120274800.0,-123547174.0,-142266554.0,-26878362304.0,-326211000.0,-290213023.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-357923229.0,-393083595.0,-761456347.0,-120274800.0,-123547174.0,-142266554.0,-26878362304.0,-326211000.0,-290213023.0
20,Lãi/(lỗ) thuần sau thuế,1026111851.0,1269332336.0,2244224271.0,3137157208.0,3166595359.0,2232656836.0,71736794805.0,3626486245.0,3314082990.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,1026111851.0,1269332336.0,2244224271.0,3137157208.0,3166595359.0,2232656836.0,71736794805.0,3626486245.0,3314082990.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,330.0,425.0,466.0,328.0,9495.0,480.0,439.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,330.0,425.0,466.0,328.0,9495.0,480.0,439.0
