,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,547905464562.0,723700219009.0,515953691235.0,574859011287.0,467858528207.0,425996267350.0,213610765067.0,268267394506.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,547905464562.0,723700219009.0,515953691235.0,574859011287.0,467858528207.0,425996267350.0,213610765067.0,268267394506.0
3,Giá vốn hàng bán,-528033928582.0,-694497395786.0,-495367467304.0,-553733459474.0,-449902772263.0,-411787027643.0,-206028643142.0,-257493741438.0
4,Lãi gộp,19871535980.0,29202823223.0,20586223931.0,21125551813.0,17955755944.0,14209239707.0,7582121925.0,10773653068.0
5,Thu nhập tài chính,100970589.0,584026803.0,491474831.0,153342696.0,393056532.0,659758179.0,246806289.0,130208652.0
6,Chi phí tài chính,-3308689627.0,-7461038008.0,-2188475888.0,-2340931248.0,-2511615049.0,-2748095157.0,-874321127.0,-3330964718.0
7,Trong đó: Chi phí lãi vay,-3308689627.0,-7461038008.0,-2188475888.0,-2340931248.0,-2511615049.0,-2748095157.0,-874321127.0,-3330964718.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-1419284473.0,-1124927309.0,-1210671457.0,-842496985.0,-706812782.0,-885433079.0,-624111297.0,0.0
10,Chi phí quản lý doanh  nghiệp,-9736318739.0,-11617590781.0,-12348196933.0,-11756420977.0,-10748384240.0,-7767642070.0,-6196776169.0,-6012905980.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,5508213730.0,9583293928.0,5330354484.0,6339045299.0,4382000405.0,3467827580.0,133719621.0,1559991022.0
12,Thu nhập khác,-278947228.0,2041811176.0,682345456.0,824000002.0,1790452981.0,940933636.0,1047895110.0,0.0
13,Chi phí khác,-673582843.0,-769601819.0,-55123487.0,-251970806.0,-557909471.0,-225580985.0,-152887451.0,-27480387.0
14,"Thu nhập khác, ròng",-952530071.0,1272209357.0,627221969.0,572029196.0,1232543510.0,715352651.0,895007659.0,-27480387.0
16,Lãi/(lỗ) ròng trước thuế,4555683659.0,10855503285.0,5957576453.0,6911074495.0,5614543915.0,4183180231.0,1028727280.0,1532510635.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-864770165.0,-2659568695.0,-1191630897.0,-1410954518.0,-1124164173.0,-824667093.0,-260138073.0,-308680977.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-864770165.0,-2659568695.0,-1191630897.0,-1410954518.0,-1124164173.0,-824667093.0,-260138073.0,-308680977.0
20,Lãi/(lỗ) thuần sau thuế,3690913494.0,8195934590.0,4765945556.0,5500119977.0,4490379742.0,3358513138.0,768589207.0,1223829658.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,3690913494.0,8195934590.0,4765945556.0,5500119977.0,4490379742.0,3358513138.0,768589207.0,1223829658.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,1589.0,1833.0,1497.0,1120.0,256.0,408.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0
