,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,400020311022.0,393587013281.0,361801584676.0,416406000737.0,458835376876.0,307005051692.0,357221703834.0,357060094785.0
1,TÀI SẢN NGẮN HẠN,371635370489.0,370495038631.0,339460339366.0,395644344034.0,439681287142.0,289805624591.0,340762162338.0,342067571584.0
2,Tiền và tương đương tiền,36208479821.0,19486947128.0,9497701013.0,18189103029.0,60046582399.0,14514428608.0,11628614689.0,70116977599.0
3,Tiền,16208479821.0,14486947128.0,9497701013.0,14289103029.0,52766582399.0,14514428608.0,11628614689.0,70116977599.0
4,Các khoản tương đương tiền,20000000000.0,5000000000.0,0.0,3900000000.0,7280000000.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,217556578143.0,275662007500.0,238362248725.0,212602840007.0,349261984148.0,219032921133.0,243683833762.0,225653168863.0
10,Phải thu khách hàng,122680501283.0,147156877419.0,89105595962.0,118665863045.0,266185726721.0,130712964976.0,157381742453.0,138883603191.0
11,Trả trước người bán,23303496448.0,26358259977.0,10660987183.0,2304570215.0,600803770.0,2295568703.0,2023715457.0,1061673244.0
12,Phải thu nội bộ,0.0,0.0,54689804389.0,9217118832.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,71572580412.0,102146870104.0,83905861191.0,82415287915.0,82475453657.0,86024387454.0,84278375852.0,85707892428.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",112350464965.0,74789243135.0,88991613430.0,160214926012.0,29759422288.0,53125527029.0,81147563519.0,44295542730.0
19,Hàng tồn kho,112350464965.0,74789243135.0,88991613430.0,160214926012.0,29759422288.0,53125527029.0,81147563519.0,44295542730.0
