,Unnamed: 0,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-8274505521.0,1379289436.0,88871792629.0,31236897557.0,-542889668797.0,104034263742.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,30565305459.0,108288582991.0,129043455613.0,156180121515.0,188084404489.0,130034276002.0
2,Lãi trước thuế,23749436880.0,96536375184.0,143117568017.0,148649605396.0,142225038229.0,69447991142.0
3,Khấu hao TSCĐ,4973607692.0,5009439008.0,5045998037.0,6544108322.0,21421508578.0,20412488114.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,9057036257.0,4858251616.0,-21449640939.0,1509768646.0,21191462117.0,40591051363.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,-1372321.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-10504527820.0,-910932818.0,-610138951.0,-3412774186.0,-1405328925.0,-51270001746.0
9,Chi phí lãi vay,3291124771.0,2795450001.0,2939669449.0,2889413337.0,4651724490.0,50852747129.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-20710134413.0,-126841771009.0,-77279867364.0,-40214647744.0,115307835735.0,-111839736462.0
13,(Tăng)/giảm hàng tồn kho,293635271.0,-6426376652.0,9235197343.0,-2391719063.0,-62747157648.0,-35881819928.0
14,Tăng/(giảm) các khoản phải trả,-16020117623.0,34313574324.0,20903450966.0,775986956098.0,-797677619030.0,48919515788.0
15,( Tăng)/giảm chi phí trả trước,-1052204245.0,-576199221.0,-2077400876.0,6572628649.0,-11164208122.0,3354795590.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,42500000000.0,-841424580000.0,74264161550.0,138550000000.0
17,Chi phí lãi vay đã trả,-1167500000.0,0.0,-1073777778.0,0.0,-7680277974.0,-54841827373.0
18,Thuế thu nhập doanh nghiệp đã trả,-157615054.0,-7346679497.0,-32344733371.0,-20446811267.0,-41199969025.0,-14219939875.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-25874916.0,-31841500.0,-34531904.0,-3025050631.0,-76838772.0,-41000000.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,17977221028.0,-90267641951.0,-31190106393.0,-23501473396.0,26056352754.0,120441180637.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-271567950.0,-1837578616.0,-3009310008.0,0.0,-1594166284.0,-8723451199.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,3069309307.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,-42200000000.0,-30000000000.0,-324431719111.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,5330000000.0,4480000000.0,0.0,47500000000.0,348017520000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,-102125000000.0,-101300000000.0,0.0,7868986943.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,18233100000.0,7150000000.0,67450000000.0,14279482068.0,0.0,95900000000.0
28,Cổ tức và tiền lãi nhận được,15688978.0,1214936665.0,1189203615.0,1349735229.0,2281532095.0,9678830947.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-5400000000.0,95000000000.0,-17643210098.0,-105222000.0,514543255364.0,-2340759300.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,95000000000.0,0.0,0.0,54782262500.0,25000000.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,490800000000.0,490800000000.0
33,Tiển trả các khoản đi vay,-5400000000.0,0.0,-1600000000.0,0.0,-20000000000.0,-490800000000.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,-2365759300.0
35,Cổ tức đã trả,0.0,0.0,-16043210098.0,-105222000.0,-11039007136.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,4302715507.0,6111647485.0,40038476138.0,7630202161.0,-2290060679.0,222134685079.0
38,Tiền và tương đương tiền đầu kỳ,26331898463.0,30752144006.0,36863791491.0,76902267629.0,84532469790.0,82242409111.0
39,Ảnh hưởng của chênh lệch tỷ giá,1372321.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,30635986291.0,36863791491.0,76902267629.0,84532469790.0,82242409111.0,304377094190.0
