,CHỈ TIÊU,2012,2013,2014,2015,2016
0,TỔNG TÀI SẢN,21630281254.0,41739462121.0,79396984401.0,102257204043.0,95345769533.0
1,TÀI SẢN NGẮN HẠN,19422309430.0,25713389369.0,42564652334.0,56397476593.0,56681463303.0
2,Tiền và tương đương tiền,3294041018.0,9543584270.0,7988441608.0,5728785971.0,5301224846.0
3,Tiền,3294041018.0,9543584270.0,7988441608.0,5728785971.0,5301224846.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,6196447915.0,2978306845.0,27087975276.0,34868456628.0,43730964399.0
10,Phải thu khách hàng,6196447915.0,2478641200.0,12834093566.0,14775843028.0,17660811802.0
11,Trả trước người bán,0.0,0.0,314775000.0,165460000.0,759419997.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,19927153600.0,17662891400.0
15,Phải thu khác,0.0,499665645.0,14069106710.0,0.0,7647841200.0
16,Dự phòng nợ khó đòi,0.0,0.0,-130000000.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",9847540086.0,12523754879.0,7008725462.0,15496044722.0,7530986226.0
19,Hàng tồn kho,12589236087.0,12523754879.0,9432221412.0,15496044722.0,7530986226.0
20,Dự phòng giảm giá HTK,-2741696001.0,0.0,-2423495950.0,0.0,0.0
21,Tài sản lưu động khác,84280411.0,667743375.0,479509988.0,304189272.0,118287832.0
22,Trả trước ngắn hạn,46986000.0,120813922.0,0.0,0.0,12634426.0
23,Thuế VAT phải thu,0.0,63753853.0,429197988.0,304189272.0,101295452.0
24,Phải thu thuế khác,44411.0,0.0,50312000.0,0.0,4357954.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,37250000.0,483175600.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,2207971824.0,16026072752.0,36832332067.0,45859727450.0,38664306230.0
28,Phải thu dài hạn,0.0,0.0,12000000000.0,12000000000.0,12141750000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,12000000000.0,12000000000.0,12141750000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,2207971824.0,3026072752.0,2232167464.0,10443507365.0,9065784881.0
37,GTCL TSCĐ hữu hình,1354700919.0,1718531026.0,1475574164.0,9737796861.0,9065784881.0
38,Nguyên giá TSCĐ hữu hình,20247156654.0,20503340342.0,20503340342.0,29045032697.0,29193071383.0
39,Khấu hao lũy kế TSCĐ hữu hình,-18892455735.0,-18784809316.0,-19027766178.0,-19307235836.0,-20127286502.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,853270905.0,807476093.0,756593300.0,705710504.0,0.0
44,Nguyên giá TSCĐ vô hình,1253787500.0,1253787500.0,1253787500.0,1253787500.0,0.0
