,Unnamed: 0,2012,2013,2014,2015,2016
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,3957325633.0,514037695.0,-7667292059.0,-14424794818.0,13012329439.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,6471878921.0,4097839269.0,6334031786.0,-874417887.0,-5594030321.0
2,Lãi trước thuế,1532798464.0,1074250068.0,2969591126.0,127467792.0,-7536446283.0
3,Khấu hao TSCĐ,403242833.0,162295581.0,293839655.0,405746391.0,848018952.0
5,Chi phí dự phòng,4197349427.0,2741696001.0,2553495950.0,-2553495950.0,902715358.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,-2396385.0,43672535.0,55579436.0,0.0,-105097.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-172173595.0,-219032888.0,-121614776.0,-135658060.0,-807341676.0
9,Chi phí lãi vay,513058177.0,294957972.0,583140395.0,1281521940.0,999128425.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,1639473242.0,3218141070.0,-15779074856.0,-2532185229.0,9208057546.0
13,(Tăng)/giảm hàng tồn kho,3215502746.0,2676214793.0,3091533467.0,-6063823310.0,7965058496.0
14,Tăng/(giảm) các khoản phải trả,-6612402599.0,-5227039953.0,-16981389.0,-2957672844.0,2152770527.0
15,( Tăng)/giảm chi phí trả trước,33106000.0,-45633363.0,-387842622.0,-82563541.0,312002484.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-513058177.0,-294957972.0,-583140395.0,-1281521960.0,-999128425.0
18,Thuế thu nhập doanh nghiệp đã trả,-5000000.0,-731669934.0,-325818050.0,-565310047.0,-32400868.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,20677460.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-272174500.0,-3199533675.0,0.0,-67300000.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,2286173595.0,-12780967112.0,-6158865758.0,-13251361294.0,-12016874724.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,0.0,-2280480534.0,-8552413290.0,-38200000.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,136363636.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,-24562891400.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,2114000000.0,0.0,0.0,0.0,6900000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,-13000000000.0,-4000000000.0,-12400000000.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,7500000000.0,5300000000.0
28,Cổ tức và tiền lãi nhận được,172173595.0,219032888.0,121614776.0,64688360.0,384216676.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-3527807251.0,18513177970.0,12271015155.0,25416500475.0,-1423015840.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,740000000.0,1030820000.0,20788000000.0,22000000000.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,15600000000.0,28409004459.0,23792646187.0,44629569683.0,33940154100.0
33,Tiển trả các khoản đi vay,-19000000000.0,-10926646489.0,-32309631032.0,-41213069208.0,-35363169940.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-867807251.0,0.0,0.0,0.0,0.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,2715691977.0,6246248553.0,-1555142662.0,-2259655637.0,-427561125.0
38,Tiền và tương đương tiền đầu kỳ,578344043.0,3294041018.0,9543584270.0,7988441608.0,5728785971.0
39,Ảnh hưởng của chênh lệch tỷ giá,4998.0,3294699.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,3294041018.0,9543584270.0,7988441608.0,5728785971.0,5301224846.0
