,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,20648003166.0,15352463118.0,40388560153.0,11081494634.0,-14129511717.0,31191489114.0,-2899561914.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,5221261562.0,4583704172.0,10040920205.0,11718272740.0,14422921938.0,20019970483.0,19148125334.0
2,Lãi trước thuế,997729597.0,3272453380.0,5920141744.0,8615743709.0,8232539546.0,11096948738.0,10070935480.0
3,Khấu hao TSCĐ,3002321584.0,1680170369.0,3611001843.0,3830129125.0,6488005766.0,7783924034.0,9769454368.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,691372370.0,-345390961.0,434413632.0,-646725617.0,-289586962.0,1175514305.0,-693875731.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,517294686.0,-4912.0,86882357.0,-104626075.0,-155796.0,-21927989.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-44093930.0,-95491492.0,-49707895.0,-67422002.0,-35432407.0,-37157406.0,-40907954.0
9,Chi phí lãi vay,56637255.0,71967788.0,38188524.0,91173600.0,27551791.0,22668801.0,42519171.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-5607978087.0,-8448040661.0,-96303284.0,-8866363692.0,10924629742.0,2182743223.0,-9860940647.0
13,(Tăng)/giảm hàng tồn kho,32623447324.0,10668737065.0,12244486969.0,-6141728834.0,-15153062783.0,21172390331.0,-16958103571.0
14,Tăng/(giảm) các khoản phải trả,-9864591003.0,10405284619.0,20696727704.0,12512579489.0,-24376035352.0,-12061643319.0,11876689655.0
15,( Tăng)/giảm chi phí trả trước,-368068044.0,-1482111840.0,-1253480085.0,239581008.0,2354205294.0,509774667.0,-2996729139.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-56637255.0,-20318784.0,-42121168.0,-91173600.0,-27551791.0,-1285200.0,-42519171.0
18,Thuế thu nhập doanh nghiệp đã trả,-1166130726.0,0.0,-1081340000.0,-1976704718.0,-2095363765.0,-448037146.0,-3600000000.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,6365453044.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-133300605.0,-354791453.0,-120330188.0,-2678420803.0,-179255000.0,-182423925.0,-466084375.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-1211911794.0,-12467473360.0,-15998751769.0,-6800827140.0,-17870993569.0,-4182000039.0,-5598460647.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-1256005724.0,-12559904731.0,-16048459664.0,-6868249142.0,-17906425976.0,-4219157445.0,-5639368601.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,44093930.0,92431371.0,49707895.0,67422002.0,35432407.0,37157406.0,40907954.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-664000000.0,0.0,-1271918870.0,-2325565680.0,-3853623525.0,-4393611072.0,-5503665338.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,-664000000.0,0.0,-114000000.0,-66000000.0,0.0,-102000000.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,-1157918870.0,-2259565680.0,-3853623525.0,-4291611072.0,-5503665338.0
37,Lưu chuyển tiền thuần trong kỳ,18772091372.0,2884989758.0,23117889514.0,1955101814.0,-35854128811.0,22615878003.0,-14001687899.0
38,Tiền và tương đương tiền đầu kỳ,7524232813.0,26296324185.0,29181318855.0,52299233162.0,54254566866.0,18400593851.0,41016471854.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,4912.0,24793.0,231890.0,155796.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,26296324185.0,29181318855.0,52299233162.0,54254566866.0,18400593851.0,41016471854.0,27014783955.0
