,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,95820318475.0,109194914025.0,133421168921.0,153829859777.0,131781147813.0,125791836701.0,137829758423.0
1,TÀI SẢN NGẮN HẠN,92179030126.0,92823711430.0,103359028420.0,120969180267.0,89856352387.0,87941582531.0,101112860881.0
2,Tiền và tương đương tiền,26296324185.0,29181318855.0,52299233162.0,54254566866.0,18400593851.0,41016471854.0,27014783955.0
3,Tiền,26296324185.0,29181318855.0,52299233162.0,54254566866.0,18400593851.0,41016471854.0,27014783955.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,29080721157.0,36865123361.0,37092346772.0,45201548699.0,34031921250.0,32326238425.0,41275443923.0
10,Phải thu khách hàng,26289732433.0,27624216224.0,35692075572.0,34992076352.0,29365941933.0,29663747055.0,34594951008.0
11,Trả trước người bán,538551900.0,5690677280.0,224184060.0,7940330647.0,1916965948.0,1134118687.0,1888923740.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,2252436824.0,3550229857.0,1803741509.0,2737902576.0,2928187283.0,2267768919.0,5457522654.0
16,Dự phòng nợ khó đòi,0.0,0.0,-627654369.0,-468760876.0,-179173914.0,-739396236.0,-665953479.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",35953593251.0,25630247147.0,13579000915.0,20208561873.0,35361624656.0,13573942342.0,31152478887.0
19,Hàng tồn kho,36985198064.0,26316460999.0,14071974030.0,20213702864.0,35366765647.0,14194375316.0,31152478887.0
20,Dự phòng giảm giá HTK,-1031604813.0,-686213852.0,-492973115.0,-5140991.0,-5140991.0,-620432974.0,0.0
21,Tài sản lưu động khác,848391533.0,1147022067.0,388447571.0,1304502829.0,2062212630.0,1024929910.0,1670154116.0
22,Trả trước ngắn hạn,368068044.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,0.0,1083074506.0,0.0,1304502829.0,1839186498.0,1004666773.0,1652630579.0
24,Phải thu thuế khác,480323489.0,63947561.0,388447571.0,0.0,223026132.0,20263137.0,17523537.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,3641288349.0,16371202595.0,30062140501.0,32860679510.0,41924795426.0,37850254170.0,36716897542.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
