,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,130629266751.0,133016855782.0,182580559859.0,227662726729.0,184272166671.0,223655322457.0,206697756043.0
1,Các khoản giảm trừ,0.0,-3353900000.0,-54087550.0,-28571420.0,-890876172.0,0.0,-241670000.0
2,Doanh số thuần,130629266751.0,129662955782.0,182526472309.0,227634155309.0,183381290499.0,223655322457.0,206456086043.0
3,Giá vốn hàng bán,-106741771981.0,-84133223532.0,-129082598655.0,-154324375684.0,-112015081266.0,-156082794661.0,-143348529147.0
4,Lãi gộp,23887494770.0,45529732250.0,53443873654.0,73309779625.0,71366209233.0,67572527796.0,63107556896.0
5,Thu nhập tài chính,58696764.0,109910692.0,65032688.0,258955227.0,190651701.0,71603795.0,45478064.0
6,Chi phí tài chính,-588534775.0,-442815228.0,-196018236.0,-905975932.0,-344902315.0,-320696136.0,-404473402.0
7,Trong đó: Chi phí lãi vay,-56637255.0,-71967788.0,-38188524.0,-91173600.0,-27551791.0,-22668801.0,-42519171.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-12023575455.0,-19335624495.0,-22173779302.0,-29248429632.0,-34367839329.0,-23841494786.0,-25998625548.0
10,Chi phí quản lý doanh  nghiệp,-14027933072.0,-22359323581.0,-24714934476.0,-34758060641.0,-28550581530.0,-32280759700.0,-26676816110.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,-2693851768.0,3501879638.0,6424174328.0,8656268647.0,8293537760.0,11201180969.0,10073119900.0
12,Thu nhập khác,3692381365.0,80000000.0,1395058.0,156050178.0,0.0,0.0,224855.0
13,Chi phí khác,-800000.0,-309426258.0,-305427642.0,-196575116.0,-60998214.0,-104232231.0,-2409275.0
14,"Thu nhập khác, ròng",3691581365.0,-229426258.0,-304032584.0,-40524938.0,-60998214.0,-104232231.0,-2184420.0
16,Lãi/(lỗ) ròng trước thuế,997729597.0,3272453380.0,6120141744.0,8615743709.0,8232539546.0,11096948738.0,10070935480.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-219676511.0,-1440419700.0,-1416453877.0,-1919168483.0,-1658707552.0,-2471173340.0,-2014709271.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-219676511.0,-1440419700.0,-1416453877.0,-1919168483.0,-1658707552.0,-2471173340.0,-2014709271.0
20,Lãi/(lỗ) thuần sau thuế,778053086.0,1832033680.0,4703687867.0,6696575226.0,6573831994.0,8625775398.0,8056226209.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,778053086.0,1832033680.0,4703687867.0,6696575226.0,6573831994.0,8625775398.0,8056226209.0
23,Lãi cơ bản trên cổ phiếu,216.0,509.0,1307.0,1865.0,1831.0,2402.0,2243.0
24,Lãi trên cổ phiếu pha loãng,216.0,509.0,1307.0,1865.0,1831.0,2402.0,2243.0
