,Unnamed: 0,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,35972882768.0,-184131489755.0,84065343523.0,114408887444.0,247868569145.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,93087294485.0,143737939388.0,128001467821.0,107908797993.0,143493964151.0
2,Lãi trước thuế,23108604098.0,55991090590.0,35931246524.0,28499287840.0,60730871214.0
3,Khấu hao TSCĐ,46670501962.0,61513867287.0,52340022936.0,43289785375.0,45849172777.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,17368544555.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,-84670186.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,6083952273.0,-5080354691.0,-1595035922.0,-661801766.0,-3775872788.0
9,Chi phí lãi vay,17224236152.0,31398006388.0,41325234283.0,36781526544.0,23321248393.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,3828885230.0,-26616761861.0,-55389305349.0,87250540352.0,3581642739.0
13,(Tăng)/giảm hàng tồn kho,275031584626.0,-533221035503.0,-408896957602.0,581063662953.0,97811838366.0
14,Tăng/(giảm) các khoản phải trả,-315546907906.0,279946521908.0,460587621168.0,-624507088431.0,49040436201.0
15,( Tăng)/giảm chi phí trả trước,5650641692.0,-3561987478.0,9506130222.0,8135201939.0,-9865187194.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-17151376659.0,-31398006388.0,-41313080042.0,-36775030458.0,-23339898720.0
18,Thuế thu nhập doanh nghiệp đã trả,-3534735513.0,-11924644321.0,-6311210505.0,-8458002704.0,-9904089468.0
19,Tiền thu khác từ các hoạt động kinh doanh,20112263380.0,0.0,968760000.0,2725559109.0,1015290000.0
20,Tiền chi khác từ các hoạt động kinh doanh,-25504766567.0,-1093515500.0,-3088082190.0,-2934753309.0,-3965426930.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-57597993309.0,-119512667649.0,-15011071195.0,-53915416520.0,-36507915104.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-57724759313.0,-131393483314.0,-17359787260.0,-54808212304.0,-40283787892.0
23,Tiền thu được từ thanh lý tài sản cố định,107956900.0,11868672700.0,2331841400.0,876279181.0,3746795629.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,18809104.0,12142965.0,16874665.0,16516603.0,29077159.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,21276472035.0,303879031002.0,-68960889835.0,-60524793716.0,-210754827385.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,908629252.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",-2947082085.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,211469533378.0,1473020475890.0,953161028220.0,481669458802.0,160157654865.0
33,Tiển trả các khoản đi vay,-188154608510.0,-1158551236502.0,-1005389876509.0,-516978005918.0,-351230317071.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-10590208386.0,-16732041546.0,-25216246600.0,-19682165179.0
37,Lưu chuyển tiền thuần trong kỳ,-348638506.0,234873598.0,93382493.0,-31322792.0,605826656.0
38,Tiền và tương đương tiền đầu kỳ,476278532.0,127640026.0,362513624.0,455896117.0,424573325.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,127640026.0,362513624.0,455896117.0,424573325.0,1030399981.0
