,Unnamed: 0,2016,2017,2018,2019,2020
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-4386604719.0,-3680603885.0,8053634004.0,-3752254248.0,-1429105476.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,4721007463.0,5670787894.0,5485814210.0,3280281600.0,3542366187.0
2,Lãi trước thuế,2233678718.0,2205731805.0,2200347771.0,511749489.0,672536960.0
3,Khấu hao TSCĐ,2180392171.0,2733685542.0,2646654264.0,2190421319.0,2129123846.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-24959439.0,45796260.0,-16670509.0,-8570633.0,-6544674.0
9,Chi phí lãi vay,331896013.0,685574287.0,655482684.0,586681425.0,747250055.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-26396614945.0,9163067936.0,22366010907.0,17149477531.0,-21008535190.0
13,(Tăng)/giảm hàng tồn kho,-164585398.0,-1810828295.0,972540576.0,-5450495001.0,-243078322.0
14,Tăng/(giảm) các khoản phải trả,18243011586.0,-15780605047.0,-19766811971.0,-18054881146.0,16978209733.0
15,( Tăng)/giảm chi phí trả trước,-986253319.0,127045496.0,171550630.0,364508385.0,329660778.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-694883667.0,-756318731.0,-655482684.0,-542393411.0,-747250055.0
18,Thuế thu nhập doanh nghiệp đã trả,-265271323.0,-492569913.0,-556177467.0,-498752206.0,-280231032.0
19,Tiền thu khác từ các hoạt động kinh doanh,11249084713.0,200000000.0,298408164.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-10092099829.0,-1183225.0,-262218361.0,0.0,-247575.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,756089671.0,-1295272872.0,-33329491.0,-34611185.0,-332937144.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-1068000000.0,-1315580000.0,-50000000.0,-43181818.0,-339481818.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,1799130232.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,24959439.0,20307128.0,16670509.0,8570633.0,6544674.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-791276087.0,2592259814.0,-1350000000.0,-1747294028.0,3015741534.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,2830440000.0,15164600000.0,5900000000.0,5952705972.0,10518447506.0
33,Tiển trả các khoản đi vay,-3621716087.0,-11276415000.0,-7250000000.0,-7700000000.0,-7502705972.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-1295925186.0,0.0,0.0,0.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-4421791135.0,-2383616943.0,6670304513.0,-5534159461.0,1253698914.0
38,Tiền và tương đương tiền đầu kỳ,9452547009.0,5030755874.0,2647138931.0,9317443444.0,3783283983.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,5030755874.0,2647138931.0,9317443444.0,3783283983.0,5036982897.0
