,Unnamed: 0,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-21423157354.0,12577081560.0,5357432101.0,-5198713636.0,34115571054.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,7016494154.0,8005583762.0,9013138459.0,9006266826.0,6046954408.0
2,Lãi trước thuế,3696299228.0,4051339932.0,3939806250.0,4226880041.0,2619725740.0
3,Khấu hao TSCĐ,1791223529.0,2308410470.0,2377183705.0,2525115743.0,2562775701.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,216340710.0,-205540710.0,561080810.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,17039.0,0.0,-14867596.0,31297106.0,3958052.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-861415323.0,-756458863.0,-19517089.0,-1737085.0,-2205251317.0
9,Chi phí lãi vay,2390369681.0,2402292223.0,2514192479.0,2430251731.0,2504665422.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-20493865881.0,15543823280.0,4095488609.0,-485790275.0,20732124313.0
13,(Tăng)/giảm hàng tồn kho,952317388.0,-6397950992.0,-11568477773.0,-4877743572.0,20635466237.0
14,Tăng/(giảm) các khoản phải trả,-6431631050.0,-1545706086.0,7495258939.0,1198276348.0,-6968338549.0
15,( Tăng)/giảm chi phí trả trước,491090411.0,467390174.0,-16537258.0,-63349085.0,43610869.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,-7210800000.0,-2720943840.0
17,Chi phí lãi vay đã trả,-2361946257.0,-2402292223.0,-2477040882.0,-2430251731.0,-2452686160.0
18,Thuế thu nhập doanh nghiệp đã trả,-595616119.0,-1093766355.0,-1184397993.0,-335322147.0,-1200616224.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-3565923077.0,266458863.0,-2076738607.0,-76250315.0,-5435367486.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-4427338400.0,-3328000000.0,-2096255696.0,-77987400.0,-1288373199.0
23,Tiền thu được từ thanh lý tài sản cố định,860000000.0,2838000000.0,18000000.0,0.0,4851360000.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,-3000000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,3000000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,-9000000000.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,1415323.0,756458863.0,1517089.0,1737085.0,1645713.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,28570268292.0,-14745768024.0,1430058929.0,2017836676.0,-1047125880.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,26877372489.0,0.0,0.0,4554400000.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,-13700000000.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,71132718062.0,59039468666.0,99433763768.0,72964859465.0,86149492346.0
33,Tiển trả các khoản đi vay,-68458466694.0,-59440703357.0,-96580847072.0,-74964859465.0,-86149492346.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,-981355565.0,-644533333.0,-1422857767.0,-536563324.0,-1047125880.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,3581187861.0,-1902227601.0,4710752423.0,-3257127275.0,27633077688.0
38,Tiền và tương đương tiền đầu kỳ,107947268.0,3689118090.0,1786890489.0,6498701644.0,3210273476.0
39,Ảnh hưởng của chênh lệch tỷ giá,-17039.0,0.0,1058732.0,-31300893.0,-5281601.0
40,Tiền và tương đương tiền cuối kỳ,3689118090.0,1786890489.0,6498701644.0,3210273476.0,30838069563.0
