,Unnamed: 0,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-3529500209.0,3525563270.0,-12022982076.0,8312787962.0,673158489.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,356585844.0,334144691.0,2104729777.0,693775585.0,-1248619543.0
2,Lãi trước thuế,163501487.0,84451307.0,1437502518.0,2049882420.0,441375766.0
3,Khấu hao TSCĐ,120460224.0,120460224.0,149791042.0,199570814.0,122147978.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-117465625.0,-161905238.0,-42168262.0,-2076420554.0,-2062454779.0
9,Chi phí lãi vay,190089758.0,291138398.0,559604479.0,520742905.0,250311492.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-3969199589.0,4431480735.0,-17785974911.0,7039103130.0,62122759506.0
13,(Tăng)/giảm hàng tồn kho,1916805902.0,-641473743.0,-2589172435.0,2928293114.0,2192091271.0
14,Tăng/(giảm) các khoản phải trả,-1658113794.0,-167698335.0,6860142512.0,-1683127137.0,-61852429469.0
15,( Tăng)/giảm chi phí trả trước,34511186.0,-109751680.0,126897460.0,49486175.0,1176361.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-190089758.0,-291138398.0,-559604479.0,-520742905.0,-250311492.0
18,Thuế thu nhập doanh nghiệp đã trả,-20000000.0,-30000000.0,-180000000.0,-194000000.0,-291508145.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,748019.0,-3138094762.0,-16269291738.0,-234924900.0,-16187075005.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,0.0,-5011460000.0,-411345454.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,945000000.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,-3300000000.0,0.0,0.0,-22090000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,3300000000.0,0.0,100000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,-14600000000.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,4800000000.0
28,Cổ tức và tiền lãi nhận được,748019.0,161905238.0,42168262.0,176420554.0,57924995.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,3355573776.0,308852448.0,27775000000.0,-3270000000.0,18868133176.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,25000000000.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,25250000000.0,17100000000.0,24260000000.0,27240000000.0,34373133176.0
33,Tiển trả các khoản đi vay,-21894426224.0,-16791147552.0,-21485000000.0,-30510000000.0,-15505000000.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,0.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-173178414.0,696320956.0,-517273814.0,4807863062.0,3354216660.0
38,Tiền và tương đương tiền đầu kỳ,263322951.0,90144537.0,786465493.0,269191679.0,5084501647.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,90144537.0,786465493.0,269191679.0,5077054741.0,8438718307.0
