,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-230154209.0,2930320209.0,4895840360.0,5821345274.0,6986620062.0,11605281621.0,4366140339.0,3528977395.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-1980406591.0,-10917549209.0,-1767792777.0,-988777045.0,-7257140584.0,-5592987149.0,-5580397057.0,-4661807141.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-6506429546.0,-11025126726.0,-1771380331.0,0.0,0.0,0.0,-7237529000.0,-181419000.0
23,Tiền thu được từ thanh lý tài sản cố định,203000000.0,45480000.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,-4500000000.0,0.0,0.0,-1000000000.0,-21500000000.0,-15000000000.0,-9100000000.0,-16720000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,8500000000.0,0.0,0.0,0.0,14000000000.0,8800000000.0,10100000000.0,11550000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,323022955.0,62097517.0,3587554.0,11222955.0,242859416.0,607012851.0,657131943.0,689611859.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-1106188986.0,7000246516.0,-2642079359.0,-2865175076.0,364827123.0,-2986096122.0,-1416322851.0,-656061161.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,7462000000.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,8262961219.0,20780431932.0,27421543050.0,6119345538.0,2344391407.0,0.0,0.0,701299534.0
33,Tiển trả các khoản đi vay,-6368000000.0,-12343060641.0,-28677304234.0,-15250916864.0,-749391407.0,-1608000000.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-3001150205.0,-1437124775.0,-1386318175.0,-1195603750.0,-1230172877.0,-1378096122.0,-1416322851.0,-1357360695.0
37,Lưu chuyển tiền thuần trong kỳ,-3316749786.0,-986982484.0,485968224.0,1967393153.0,94306601.0,3026198350.0,-2630579569.0,-1788890907.0
38,Tiền và tương đương tiền đầu kỳ,5001882474.0,1685132688.0,698150204.0,1184118428.0,3151511581.0,3245818182.0,6272016532.0,3641436963.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,1685132688.0,698150204.0,1184118428.0,3151511581.0,3245818182.0,6272016532.0,3641436963.0,1852546056.0
